sample_id,record_id,surface_group_id,source_group_id,v4_split,target_liquid_id,n_probes,n_unique_liquids,fit_status,boundary_fit,nnls_dispersion_mj_m2,nnls_polar_mj_m2,nnls_total_mj_m2,nnls_residual_norm,legacy_sqrt_dispersion,legacy_sqrt_polar,legacy_squared_dispersion_mj_m2,legacy_squared_polar_mj_m2,legacy_negative_coefficient,target_contact_angle_deg,nnls_physical_prediction_deg,legacy_squared_physical_prediction_deg
PA_MEA_89A10DEBE9A0,REC_897105A86241,SFC_CBE685E89A46,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,33.489708796534785,4.106110660428224,37.59581945696301,0.0,5.78702935853403,2.026354031364759,33.48970879653479,4.10611066042821,no,76.8,81.9601429190036,81.96014291900363
PA_MEA_43A3BDFF16A1,REC_8BEC994F7743,SFC_679A3FFF1571,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,39.45889543450476,1.5937303484873744,41.05262578299214,0.0,6.281631590160691,1.2624303341124856,39.45889543450473,1.5937303484873622,no,71.6,86.937327247326,86.93732724732607
PA_MEA_D2BDB97CDBA5,REC_3EC1E155B474,SFC_276A65283C60,SRC019,train,LIQ_0F4168490E,2,2,interior_fit,no,42.57680240939216,2.6207750678581645,45.19757747725032,0.0,6.525090222318167,1.6188808071807397,42.576802409392144,2.620775067858163,no,67.9,81.10698413134307,81.10698413134307
PA_MEA_907470050924,REC_9711629E7427,SFC_FDBAA751F265,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,27.629038995968394,3.445130079641567,31.07416907560996,0.0,5.256333227257228,1.8561061606604186,27.629038995968383,3.4451300796415594,no,47.6,61.64308041506472,61.64308041506474
PA_MEA_F5CE001F3DFB,REC_C26FF77D6211,SFC_A3F14E86132F,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,24.606124630759567,8.038215332876296,32.644339963635865,0.0,4.960456091002074,2.8351746565028915,24.606124630759577,8.03821533287629,no,46.8,66.92488707063583,66.92488707063582
PA_MEA_CF743535E524,REC_363669E41FDC,SFC_CBE685E89A46,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,25.116033659498694,8.906429118051658,34.02246277755035,0.0,5.01158993329449,2.9843641061458386,25.116033659498676,8.90642911805165,no,51.4,66.02825740891888,66.02825740891889
PA_MEA_60FA49041735,REC_1E678FE17A76,SFC_679A3FFF1571,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,15.870333946490753,16.820808186754117,32.69114213324487,0.0,3.9837587711219142,4.101317859756067,15.870333946490785,16.820808186754086,no,40.3,83.23082904950941,83.23082904950935
PA_MEA_9E0A386747D2,REC_577CCA554554,SFC_276A65283C60,SRC019,train,LIQ_6656B41AB7,2,2,interior_fit,no,21.00280316691153,16.147266042355522,37.15006920926705,0.0,4.582881535334677,4.018366091131508,21.002803166911523,16.147266042355515,no,33.8,73.38211060088429,73.3821106008843
PA_MEA_4DBC988A2EE2,REC_E63AA984C8FE,SFC_FDBAA751F265,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,35.601763760370694,1.9367072030752048,37.5384709634459,0.0,5.96672135769475,1.3916562805072275,35.60176376037068,1.9367072030752108,no,58.9,53.730946914072995,53.730946914072995
PA_MEA_24628BBFC3E4,REC_7B539F45E04A,SFC_A3F14E86132F,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,36.03877669157759,4.637181057908834,40.67595774948642,0.0,6.003230521275822,2.1534114929360006,36.038776691577574,4.6371810579088555,no,51.1,42.42845510310505,42.428455103104994
PA_MEA_D62496BE43DF,REC_8318DC207C42,SFC_CBE685E89A46,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,33.48970879653481,6.137430797528578,39.627139594063394,0.0,5.787029358534032,2.477383861562153,33.48970879653481,6.137430797528604,no,48.2,41.543808232986656,41.54380823298658
PA_MEA_0570C69A0D97,REC_01F820C478F3,SFC_679A3FFF1571,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,39.45889543450482,6.7546694409343715,46.21356487543919,0.0,6.281631590160697,2.5989746903220126,39.45889543450481,6.754669440934401,no,50.3,28.17469649708474,28.17469649708463
PA_MEA_1C28658C2B0B,REC_20D0A13EF3DE,SFC_276A65283C60,SRC019,train,LIQ_53310FAFB3,2,2,interior_fit,no,42.57680240939221,7.554555633729678,50.131358043121885,0.0,6.525090222318171,2.748555190228076,42.576802409392194,7.554555633729695,no,40.7,15.569263876536404,15.569263876536308
PA_MEA_EDD5F2A07C6A,REC_2AA3E197FC57,SFC_73D2A29D4F26,SRC020,validation,LIQ_0F4168490E,2,2,interior_fit,no,33.09514218218276,3.788417291687115,36.88355947386988,0.0,5.752837750378743,1.9463856996204882,33.095142182182755,3.7884172916871375,no,89.2,83.12019440905772,83.12019440905766
PA_MEA_7D221AA30463,REC_1441423C0269,SFC_73D2A29D4F26,SRC020,validation,LIQ_6656B41AB7,2,2,interior_fit,no,41.54238125399465,0.910574195944829,42.45295544993948,0.0,6.445337947229351,0.9542401144077052,41.54238125399467,0.9105741959448302,no,52.1,36.04009782272734,36.0400978227273
PA_MEA_7C2DEFE0CD5F,REC_9016A28B82ED,SFC_73D2A29D4F26,SRC020,validation,LIQ_1BD1B94C09,2,2,interior_fit,no,33.09514218218278,1.9796346793244217,35.074776861507196,0.0,5.7528377503787445,1.4069949109092112,33.09514218218278,1.9796346793244193,no,57.9,63.23549817516445,63.23549817516445
PA_MEA_B1F363701175,REC_4BF8B6BD91C9,SFC_5470E7AABA76,SRC020,validation,LIQ_0F4168490E,2,2,interior_fit,no,35.32715100023131,2.3845938046093504,37.71174480484066,0.0,5.943664778588317,1.5442130049346594,35.32715100023131,2.3845938046093305,no,83.0,86.25242448018538,86.25242448018545
PA_MEA_61A3016A97E8,REC_560795774093,SFC_5470E7AABA76,SRC020,validation,LIQ_6656B41AB7,2,2,interior_fit,no,31.06816720805607,4.301476960311103,35.369644168367174,0.0,5.573882597261637,2.07400023151182,31.06816720805613,4.301476960311082,no,48.1,55.662322023494575,55.66232202349448
PA_MEA_F53F2B1A301D,REC_1610E083E916,SFC_5470E7AABA76,SRC020,validation,LIQ_1BD1B94C09,2,2,interior_fit,no,35.32715100023135,3.357094695119885,38.68424569535124,0.0,5.943664778588321,1.8322376197207308,35.32715100023135,3.3570946951198897,no,59.2,56.266212261032685,56.26621226103267
PA_MEA_D47CAB156E91,REC_F831DCBC3FDB,SFC_1075187E61D9,SRC020,validation,LIQ_0F4168490E,2,2,interior_fit,no,50.12015570655171,9.206678856991514,59.32683456354322,0.0,7.079559005090053,3.034250954847264,50.120155706551664,9.206678856991534,no,16.2,59.774947731622866,59.774947731622866
PA_MEA_191644CAA491,REC_4AFD13E99785,SFC_1075187E61D9,SRC020,validation,LIQ_6656B41AB7,2,2,interior_fit,no,16.725690470817426,53.55043929485545,70.27612976567288,0.0,4.089705425922204,7.317816566084133,16.725690470817515,53.55043929485537,no,9.4,81.51218843802351,81.51218843802334
PA_MEA_09F56FBCB6CF,REC_F9D13A0D061F,SFC_1075187E61D9,SRC020,validation,LIQ_1BD1B94C09,2,2,interior_fit,no,50.12015570655172,28.76239332633691,78.88254903288863,0.0,7.079559005090056,5.36305820650279,50.12015570655171,28.76239332633692,no,11.3,0.0,0.0
PA_MEA_DB062C88B61E,REC_92188698753A,SFC_8B52F1C7FE1D,SRC020,validation,LIQ_0F4168490E,2,2,interior_fit,no,49.56475652590671,8.4777291564482,58.04248568235491,0.0,7.040224181509187,2.91165402416705,49.564756525906695,8.477729156448177,no,22.4,61.686241256457436,61.686241256457514
PA_MEA_1FEF9F85FAE0,REC_C3479456C127,SFC_8B52F1C7FE1D,SRC020,validation,LIQ_6656B41AB7,2,2,interior_fit,no,16.759884211065877,50.8779529110651,67.63783712213097,0.0,4.0938837564183395,7.132878304798495,16.759884211065934,50.877952911065044,no,12.7,81.44426103235841,81.44426103235828
PA_MEA_514B9F585C2C,REC_7FF628AA8E7A,SFC_8B52F1C7FE1D,SRC020,validation,LIQ_1BD1B94C09,2,2,interior_fit,no,49.56475652590673,27.108357942574465,76.6731144684812,0.0,7.04022418150919,5.206568730226698,49.564756525906745,27.108357942574447,no,17.5,0.0,0.0
PA_MEA_005A452343B0,REC_EE2935474115,SFC_1CA3A2AD0E46,SRC020,validation,LIQ_0F4168490E,2,2,interior_fit,no,50.19020223445504,8.94491301201299,59.13511524646803,0.0,7.084504374651414,2.990804743210927,50.19020223445502,8.944913012012979,no,16.0,60.296726419176686,60.29672641917669
PA_MEA_1DDB887143F1,REC_F33A0F2EAD18,SFC_1CA3A2AD0E46,SRC020,validation,LIQ_6656B41AB7,2,2,interior_fit,no,16.29485531392054,54.13152246935217,70.42637778327271,0.0,4.036688657045595,7.357412756489344,16.294855313920568,54.13152246935213,no,8.9,82.37307647403188,82.37307647403179
PA_MEA_75C4E8A2783C,REC_71553E6DE426,SFC_1CA3A2AD0E46,SRC020,validation,LIQ_1BD1B94C09,2,2,interior_fit,no,50.19020223445511,28.78063809967829,78.9708403341334,0.0,7.084504374651418,5.3647589041520165,50.190202234455086,28.780638099678345,no,12.8,0.0,0.0
PA_MEA_16C0B9011A9E,REC_8A30B5A2E7D0,SFC_69D0A064AEAB,SRC021,train,LIQ_0F4168490E,2,2,boundary_fit,yes,0.0,78.68177782570517,78.68177782570517,12.236548945643303,-20.126105448585516,35.71993195140963,405.0601205275836,1275.9135386133344,yes,148.4,42.244161243009025,0.0
PA_MEA_8671E31672F1,REC_10E7DA273E92,SFC_69D0A064AEAB,SRC021,train,LIQ_53310FAFB3,2,2,boundary_fit,yes,12.229850110548307,0.0,12.229850110548307,13.648424796642402,7.869388602244469,-4.389234738652254,61.927276973135164,19.265381590991723,yes,13.7,102.43369307650875,0.0
PA_MEA_1FFE82F33FF1,REC_29A5B446D30B,SFC_69D0A064AEAB,SRC021,train,LIQ_6656B41AB7,3,3,boundary_fit,yes,27.095122384019874,0.0,27.095122384019874,27.12245957177421,10.794069964629346,-5.971936009142417,116.51194640131337,35.664019697291856,yes,,62.571476402983855,0.0
PA_MEA_3D3A2E972E73,REC_F4B914C767B3,SFC_69D0A064AEAB,SRC021,train,LIQ_1BD1B94C09,2,2,boundary_fit,yes,30.38229698784177,0.0,30.38229698784177,26.9188381251086,17.363802339658296,-10.596657320094875,301.5016316907229,112.2891463595203,yes,88.0,79.22321500867409,0.0
PA_MEA_D3F6F586086F,REC_AA2869E439FE,SFC_49F69580DC1F,SRC021,train,LIQ_0F4168490E,2,2,boundary_fit,yes,0.0,72.03583576790496,72.03583576790496,14.525389036094875,-23.890682963047162,40.3592640680937,570.764732440832,1628.8701961181193,yes,157.0,48.304800202329375,0.0
PA_MEA_DD53D6DB9E7D,REC_756809574997,SFC_49F69580DC1F,SRC021,train,LIQ_53310FAFB3,2,2,boundary_fit,yes,8.804306620721562,0.0,8.804306620721562,13.685030771855235,7.351200241386226,-4.401006955625302,54.04014498895691,19.36886222346229,yes,14.2,109.5246855941989,0.0
PA_MEA_C4EE1FCEABE7,REC_8C12CD933D01,SFC_49F69580DC1F,SRC021,train,LIQ_6656B41AB7,3,3,boundary_fit,yes,23.45935010232339,0.0,23.45935010232339,29.155995998124297,10.615030962426939,-6.167240055508604,112.67888233328259,38.03484990226978,yes,,68.954159851924,0.0
PA_MEA_DD106CECD7C0,REC_228382F563EF,SFC_49F69580DC1F,SRC021,train,LIQ_1BD1B94C09,2,2,boundary_fit,yes,27.842110838133664,0.0,27.842110838133664,28.777311505569514,17.946596934164244,-11.328249280332312,322.0803415173535,128.32923175734953,yes,94.5,82.16735406989558,0.0
PA_MEA_16379D0BA630,REC_23F3577915EA,SFC_B77A1F4FDF6A,SRC021,train,LIQ_0F4168490E,3,3,interior_fit,no,44.21052362951599,0.011493548457177566,44.222017177973164,0.0726493241424429,6.649099460040884,0.1072079682541325,44.210523629515976,0.01149354845717908,no,129.3,97.24330640142256,97.24330640142247
PA_MEA_C955CAD6F09F,REC_48C3A46F0173,SFC_B77A1F4FDF6A,SRC021,train,LIQ_53310FAFB3,3,3,boundary_fit,yes,35.191682420144936,0.0,35.191682420144936,16.00365484789836,7.11865886317002,-2.186120755975893,50.67530401018908,4.779123959708609,yes,59.1,70.66498720235596,6.097303976388141
PA_MEA_926D70B83FFE,REC_D72E46CF6C42,SFC_B77A1F4FDF6A,SRC021,train,LIQ_6656B41AB7,3,3,boundary_fit,yes,33.510659738498134,0.0,33.510659738498134,15.725027349397262,10.311367753323047,-4.832590914187633,106.32430494427038,23.353934943888863,yes,30.0,51.362757133479136,0.0
PA_MEA_C88C09E7811A,REC_1E2233F0DBCE,SFC_B77A1F4FDF6A,SRC021,train,LIQ_1BD1B94C09,3,3,boundary_fit,yes,34.38188526965672,0.0,34.38188526965672,15.83895769472148,7.0268297987781825,-2.0800700306529634,49.376337020997035,4.32669133242062,yes,63.5,74.76984697996178,34.32627716015141
PA_MEA_CA8B879E78A3,REC_3E5A5111B980,SFC_952282A2BB2E,SRC021,train,LIQ_0F4168490E,3,3,interior_fit,no,30.482043815435663,0.2255176586168658,30.70756147405253,5.128405062188833,5.521054592687495,0.47488699562829156,30.48204381543568,0.225517658616865,no,117.9,101.45755211209557,101.45755211209557
PA_MEA_3FB7D4081A91,REC_DE8684E4080C,SFC_952282A2BB2E,SRC021,train,LIQ_53310FAFB3,3,3,boundary_fit,yes,26.981054273761348,0.0,26.981054273761348,5.6351991485649755,5.67255223846731,-0.8811974788437645,32.177848898140496,0.7765089967206068,yes,61.6,80.47294852142744,64.35069521841547
PA_MEA_7A05A223DF99,REC_010907AC3A61,SFC_952282A2BB2E,SRC021,train,LIQ_6656B41AB7,3,3,boundary_fit,yes,29.38971637483616,0.0,29.38971637483616,8.653468319352784,7.169933413101936,-1.8685954932123936,51.40794514831558,3.4916491172536683,yes,55.5,58.58498161655226,0.0
PA_MEA_1F00C5E26194,REC_EBB296830276,SFC_952282A2BB2E,SRC021,train,LIQ_1BD1B94C09,3,3,boundary_fit,yes,30.894222772758745,0.0,30.894222772758745,8.570019817391424,5.896525719500841,-0.6048902928119643,34.76901556073491,0.36589226633814387,yes,82.2,78.64183418285938,68.85649702384988
PA_MEA_E979B74C723D,REC_941402D68EE6,SFC_EBFB164587A1,SRC021,train,LIQ_0F4168490E,3,3,interior_fit,no,0.24975113962103906,0.4420269547422525,0.6917780943632916,1.5861413169852279,0.499751077658707,0.6648510771159605,0.249751139621039,0.44202695474225284,no,158.5,143.6544599836503,143.6544599836503
PA_MEA_C9983E004AC5,REC_F6C5B2F282CE,SFC_EBFB164587A1,SRC021,train,LIQ_53310FAFB3,3,3,interior_fit,no,0.3425700615558418,0.0032724440187233503,0.34584250557456514,1.260819340678458,0.5852948501019308,0.05720527964028635,0.3425700615558417,0.00327244401872336,no,136.1,149.12409363632509,149.12409363632509
PA_MEA_7EA0109FFC84,REC_DC6113D080E8,SFC_EBFB164587A1,SRC021,train,LIQ_6656B41AB7,3,3,boundary_fit,yes,0.7651844893278945,0.0,0.7651844893278945,2.5896979857566276,1.3109175953784915,-0.4660729149399068,1.7185049418729264,0.21722396204058161,yes,148.7,138.98516809179318,129.20875076027536
PA_MEA_62355CB879EE,REC_772585D7515A,SFC_EBFB164587A1,SRC021,train,LIQ_1BD1B94C09,3,3,interior_fit,no,0.4182251630092196,0.0228363223086012,0.4410614853178208,3.141080098444736,0.6467033036943751,0.15111691602398913,0.4182251630092192,0.022836322308601383,no,146.2,146.93182539571816,146.93182539571816
PA_MEA_DD03A0DAE390,REC_DC6F27BBA727,SFC_15CCB7C5DFE8,SRC021,train,LIQ_0F4168490E,3,3,interior_fit,no,0.1655875670216539,0.38514543557326036,0.5507330025949142,0.12569260834849993,0.4069245225120427,0.62060086655858,0.16558756702165395,0.3851454355732605,no,163.2,145.69468116029435,145.69468116029435
PA_MEA_D6272F307437,REC_08B7EDDF1638,SFC_15CCB7C5DFE8,SRC021,train,LIQ_53310FAFB3,3,3,interior_fit,no,0.27707531218414877,0.0005877017161511226,0.2776630139002999,2.2320823296646113,0.5263794374632702,0.024242560016448887,0.27707531218414877,0.0005877017161511263,no,142.4,151.34069731760235,151.34069731760235
PA_MEA_BA3A34AD5D04,REC_BD55BFF1D28B,SFC_15CCB7C5DFE8,SRC021,train,LIQ_6656B41AB7,3,3,boundary_fit,yes,0.545255510191243,0.0,0.545255510191243,2.2143805253574005,1.348411533327302,-0.651818474751443,1.8182136632100854,0.4248673240272976,yes,152.3,142.44757353981635,128.43501492866054
PA_MEA_7C181C7FC00D,REC_490F5D5234FF,SFC_15CCB7C5DFE8,SRC021,train,LIQ_1BD1B94C09,3,3,interior_fit,no,0.2584138892389288,0.003170350175158434,0.2615842394140872,2.45131070061138,0.508344262521894,0.056305862706813176,0.25841388923892833,0.0031703501751584946,no,145.3,151.89278785487568,151.89278785487568
PA_MEA_C0343AD62F63,REC_61E3832BED1D,SFC_5F6F6DCB2B01,SRC021,train,LIQ_0F4168490E,3,3,boundary_fit,yes,5.012844058074545,0.0,5.012844058074545,3.9180244719009485,2.51499123432735,-0.6469138411192813,6.325180908743408,0.41849751783170275,yes,148.0,135.46402609602734,123.3999997310383
PA_MEA_C85C84F008FD,REC_5F24E4AE6351,SFC_5F6F6DCB2B01,SRC021,train,LIQ_53310FAFB3,3,3,boundary_fit,yes,4.824380236543411,0.0,4.824380236543411,5.282705422020974,2.611585738348018,-0.7649546382482398,6.820380068742763,0.5851555985774954,yes,129.7,120.47464911450689,105.9665344429662
PA_MEA_DBAF6B6FEC1D,REC_2D2EFE3971DA,SFC_5F6F6DCB2B01,SRC021,train,LIQ_6656B41AB7,3,3,boundary_fit,yes,3.4095469968074545,0.0,3.4095469968074545,4.774498866462194,3.000107391080422,-1.2327025776528318,9.000644358015377,1.5195556449519356,yes,107.7,118.80700214726912,99.09950667294835
PA_MEA_7DAEBF8E93C2,REC_1406ECDCFEBC,SFC_5F6F6DCB2B01,SRC021,train,LIQ_1BD1B94C09,3,3,boundary_fit,yes,3.8173720583807107,0.0,3.8173720583807107,5.514084416526805,2.4471096193975987,-0.8821168202077188,5.98834548934826,0.7781300844933768,yes,119.0,125.39832466032063,109.90365671495026
PA_MEA_6CA32286B3DA,REC_BF017243719A,SFC_D37916923909,SRC021,train,LIQ_0F4168490E,3,3,boundary_fit,yes,6.2854647195253,0.0,6.2854647195253,5.804872531483937,3.1147115262784553,-1.4239412276100605,9.701427891931864,2.027608619687646,yes,147.0,132.71992228409616,108.72987859930304
PA_MEA_A6E3B7BEB8BF,REC_CF6582F4BC39,SFC_D37916923909,SRC021,train,LIQ_53310FAFB3,3,3,boundary_fit,yes,5.666141750151727,0.0,5.666141750151727,7.747222627288637,3.0627755222907016,-1.2574414311646591,9.38059389994308,1.581158952809426,yes,122.6,117.7677755731171,94.84101769815064
PA_MEA_2E8912ACAADE,REC_6334806729BF,SFC_D37916923909,SRC021,train,LIQ_6656B41AB7,3,3,boundary_fit,yes,3.441893006431936,0.0,3.441893006431936,3.2065370948546494,2.775740697374375,-0.9836162522065821,7.7047364190603815,0.9675009316049226,yes,97.1,118.64679693908607,102.77414169375554
PA_MEA_B9E64737B541,REC_90A29B330C03,SFC_D37916923909,SRC021,train,LIQ_1BD1B94C09,3,3,boundary_fit,yes,5.847707974358862,0.0,5.847707974358862,7.643465653137071,3.108803596868007,-1.2349280478977607,9.664659803899458,1.5250472834845739,yes,124.1,118.63659688610747,98.33248924099418
