table_section,claim_role,analysis_split,scenario,model_name,n_samples,metric_name,metric_value,source_file
supporting_holdout,supporting_holdout_evidence,hard_external,v3.4_strict_original_protocol,Harmonic Mean,75,MedAE,4.4344,main_result_table_v3.4_20260518.csv
supporting_holdout,supporting_holdout_evidence,hard_external,v3.4_strict_original_protocol,Harmonic Mean,75,P90AE,19.5851,main_result_table_v3.4_20260518.csv
supporting_holdout,supporting_holdout_evidence,hard_external,v3.4_strict_original_protocol,Harmonic Mean,75,Within_5deg,0.546667,main_result_table_v3.4_20260518.csv
supporting_holdout,supporting_holdout_evidence,hard_external,v3.4_strict_original_protocol,Harmonic Mean,75,Within_10deg,0.72,main_result_table_v3.4_20260518.csv
supporting_holdout,supporting_holdout_evidence,hard_external,v3.4_strict_original_protocol,Harmonic Mean,75,Within_15deg,0.786667,main_result_table_v3.4_20260518.csv
supporting_holdout,supporting_holdout_evidence,hard_external,v3.4_strict_original_protocol,Weighted Geometric,75,MAE,10.7407,main_result_table_v3.4_20260518.csv
supporting_holdout,supporting_holdout_evidence,hard_external,v3.4_strict_original_protocol,Weighted Geometric,75,RMSE,26.5052,main_result_table_v3.4_20260518.csv
supporting_holdout,supporting_holdout_evidence,hard_external,v3.4_strict_original_protocol,Weighted Geometric,75,R2,0.494101,main_result_table_v3.4_20260518.csv
supporting_holdout,supporting_holdout_evidence,hard_external,v3.4_strict_original_protocol,Weighted Geometric,75,MedAE,2.7364,main_result_table_v3.4_20260518.csv
supporting_holdout,supporting_holdout_evidence,hard_external,v3.4_strict_original_protocol,Weighted Geometric,75,P90AE,24.9655,main_result_table_v3.4_20260518.csv
supporting_holdout,supporting_holdout_evidence,hard_external,v3.4_strict_original_protocol,Weighted Geometric,75,Within_5deg,0.68,main_result_table_v3.4_20260518.csv
supporting_holdout,supporting_holdout_evidence,hard_external,v3.4_strict_original_protocol,Weighted Geometric,75,Within_10deg,0.786667,main_result_table_v3.4_20260518.csv
supporting_holdout,supporting_holdout_evidence,hard_external,v3.4_strict_original_protocol,Weighted Geometric,75,Within_15deg,0.88,main_result_table_v3.4_20260518.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,PCRNN,114,MAE,19.0381,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,PCRNN,114,RMSE,24.8473,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,PCRNN,114,R2,0.701312,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,PCRNN,114,MedAE,13.3078,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,PCRNN,114,P90AE,43.1505,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,Owens-Wendt,114,MAE,19.0453,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,Owens-Wendt,114,RMSE,24.8253,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,Owens-Wendt,114,R2,0.701841,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,Owens-Wendt,114,MedAE,13.8448,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,Owens-Wendt,114,P90AE,43.1505,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,XGBoost,114,MAE,17.0573,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,XGBoost,114,RMSE,22.5064,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,XGBoost,114,R2,0.754941,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,XGBoost,114,MedAE,11.9943,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,XGBoost,114,P90AE,41.0456,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,Random Forest,114,MAE,24.4038,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,Random Forest,114,RMSE,29.6862,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,Random Forest,114,R2,0.573646,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,Random Forest,114,MedAE,23.849,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,Random Forest,114,P90AE,44.4621,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,Ordinary MLP,114,MAE,20.1858,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,Ordinary MLP,114,RMSE,23.7907,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,Ordinary MLP,114,R2,0.726173,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,Ordinary MLP,114,MedAE,18.0066,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
primary_clean_external,primary_clean_external_validation,clean_source_disjoint_external_LOO_SFE_114,loo_sfe_corrected_loo_feasible_114,Ordinary MLP,114,P90AE,42.0631,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,PCRNN,148,MAE,6.1668,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,PCRNN,148,RMSE,10.669,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,PCRNN,148,R2,0.93768,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,PCRNN,148,MedAE,2.5508,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,PCRNN,148,P90AE,18.6754,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,Owens-Wendt,148,MAE,6.3023,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,Owens-Wendt,148,RMSE,11.1231,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,Owens-Wendt,148,R2,0.932263,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,Owens-Wendt,148,MedAE,2.151,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,Owens-Wendt,148,P90AE,21.5013,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,XGBoost,148,MAE,8.3396,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,XGBoost,148,RMSE,11.7227,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,XGBoost,148,R2,0.924763,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,XGBoost,148,MedAE,6.0493,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,XGBoost,148,P90AE,17.6635,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,Random Forest,148,MAE,14.7454,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,Random Forest,148,RMSE,20.6469,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,Random Forest,148,R2,0.766607,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,Random Forest,148,MedAE,7.0102,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,Random Forest,148,P90AE,37.8131,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,Ordinary MLP,148,MAE,12.1643,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,Ordinary MLP,148,RMSE,15.4975,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,Ordinary MLP,148,R2,0.868508,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,Ordinary MLP,148,MedAE,9.0386,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_148,original_all_liquid_source_disjoint_external,Ordinary MLP,148,P90AE,26.2835,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,PCRNN,114,MAE,7.9098,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,PCRNN,114,RMSE,12.1343,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,PCRNN,114,R2,0.928766,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,PCRNN,114,MedAE,4.1723,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,PCRNN,114,P90AE,24.3914,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,Owens-Wendt,114,MAE,8.1716,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,Owens-Wendt,114,RMSE,12.6736,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,Owens-Wendt,114,R2,0.922293,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,Owens-Wendt,114,MedAE,4.1107,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,Owens-Wendt,114,P90AE,25.2911,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,XGBoost,114,MAE,8.3625,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,XGBoost,114,RMSE,11.8754,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,XGBoost,114,R2,0.931773,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,XGBoost,114,MedAE,6.3957,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,XGBoost,114,P90AE,16.5031,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,Random Forest,114,MAE,17.8368,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,Random Forest,114,RMSE,23.1777,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,Random Forest,114,R2,0.740103,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,Random Forest,114,MedAE,14.1173,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,Random Forest,114,P90AE,39.4881,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,Ordinary MLP,114,MAE,12.8393,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,Ordinary MLP,114,RMSE,16.321,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,Ordinary MLP,114,R2,0.871129,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,Ordinary MLP,114,MedAE,9.1918,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
leakage_risk_sensitivity,sensitivity_not_primary,original_source_disjoint_external_all_liquid_SFE_matched_114,original_all_liquid_loo_feasible_114,Ordinary MLP,114,P90AE,26.8003,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,PCRNN,34,MAE,0.3227,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,PCRNN,34,RMSE,1.34,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,PCRNN,34,R2,0.997996,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,PCRNN,34,MedAE,0.0103,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,PCRNN,34,P90AE,0.2089,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,Owens-Wendt,34,MAE,0.0345,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,Owens-Wendt,34,RMSE,0.0902,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,Owens-Wendt,34,R2,0.999991,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,Owens-Wendt,34,MedAE,0.0102,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,Owens-Wendt,34,P90AE,0.0781,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,XGBoost,34,MAE,8.2631,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,XGBoost,34,RMSE,11.1953,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,XGBoost,34,R2,0.860089,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,XGBoost,34,MedAE,4.9361,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,XGBoost,34,P90AE,19.4569,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,Random Forest,34,MAE,4.38,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,Random Forest,34,RMSE,7.3764,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,Random Forest,34,R2,0.939261,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,Random Forest,34,MedAE,3.0272,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,Random Forest,34,P90AE,6.7901,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,Ordinary MLP,34,MAE,9.9012,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,Ordinary MLP,34,RMSE,12.3416,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,Ordinary MLP,34,R2,0.82997,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,Ordinary MLP,34,MedAE,8.7406,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
diagnostic_appendix,diagnostic_appendix_only,high_risk_source_disjoint_external_34_original_only,high_risk_34_original_only,Ordinary MLP,34,P90AE,17.6569,pcrnn_strict_v3.4_loo_sfe_metrics_20260519.csv
