record_id,analysis_split,y_true,y_pred_original_all_liquid,y_pred_loo_sfe,delta_y_pred_loo_minus_original,prediction_changed,owens_wendt_original_all_liquid,owens_wendt_loo_sfe,delta_owens_wendt,residual_original_all_liquid,residual_loo_sfe,delta_residual,gate_original_all_liquid,gate_loo_sfe,delta_gate,abs_error_original_all_liquid,abs_error_loo_sfe,pcrnn_forward_recomputed,source_group_id,duplicate_policy
CA0511,source_disjoint_external,148.0,140.30368,133.32969665527344,-6.973983344726577,yes,140.303682,133.26896716742917,-7.034714832570842,-2e-06,0.060729487844270125,0.06073148784427013,0.0,0.002840012311935425,0.002840012311935425,7.69632,14.670303344726562,yes,SDX004,unique_or_condition_distinct_keep
CA0512,source_disjoint_external,128.0,129.661697,131.6162872314453,1.9545902314453087,yes,129.661706,131.6163006005886,1.9545946005885924,-9e-06,-1.336914328931016e-05,-4.369143289310159e-06,0.0,0.0,0.0,1.661697,3.6162872314453125,yes,SDX004,unique_or_condition_distinct_keep
CA0513,source_disjoint_external,128.0,123.920227,109.22722625732422,-14.693000742675778,yes,123.920223,109.22723300533164,-14.692989994668352,4e-06,-6.748007422174851e-06,-1.074800742217485e-05,0.0,0.0,0.0,4.079773,18.77277374267578,yes,SDX004,unique_or_condition_distinct_keep
CA0514,source_disjoint_external,142.0,130.754135,113.93209838867188,-16.822036611328116,yes,126.367816,112.45712127213716,-13.910694727862847,4.386319,1.474977116534717,-2.9113418834652833,0.175168,0.07599832117557526,-0.09916967882442473,11.245865,28.067901611328125,yes,SDX004,unique_or_condition_distinct_keep
CA0515,source_disjoint_external,130.0,114.604996,113.17463684082031,-1.4303591591796874,yes,114.605007,113.17464185905783,-1.4303651409421718,-1.1e-05,-5.0182375161966775e-06,5.981762483803322e-06,0.0,0.0,0.0,15.395004,16.825363159179688,yes,SDX004,unique_or_condition_distinct_keep
CA0516,source_disjoint_external,111.0,109.281372,122.9339599609375,13.652587960937495,yes,109.281377,122.9339651671589,13.652588167158896,-5e-06,-5.2062214024317655e-06,-2.0622140243176505e-07,0.0,0.0,0.0,1.718628,11.9339599609375,yes,SDX004,unique_or_condition_distinct_keep
CA0517,source_disjoint_external,125.6,108.139709,73.66370391845703,-34.476005081542965,yes,108.139716,73.66370365483984,-34.47601234516017,-6e-06,2.636171956282851e-07,6.263617195628285e-06,0.0,0.0,0.0,17.460291,51.93629608154296,yes,SDX005,unique_or_condition_distinct_keep
CA0518,source_disjoint_external,114.8,89.81913,85.9418716430664,-3.877258356933595,yes,89.819129,85.9418742311643,-3.877254768835698,1e-06,-2.5880978995473924e-06,-3.588097899547392e-06,0.0,0.0,0.0,24.98087,28.85812835693359,yes,SDX005,unique_or_condition_distinct_keep
CA0519,source_disjoint_external,80.2,80.517738,110.45613861083984,29.93840061083985,yes,80.51774,110.45614589156588,29.93840589156588,-1e-06,-7.2807260380614025e-06,-6.280726038061403e-06,0.0,0.0,0.0,0.317738,30.25613861083984,yes,SDX005,unique_or_condition_distinct_keep
CA0520,source_disjoint_external,115.5,119.487694,90.48405456542969,-29.003639434570317,yes,119.487696,90.48405765000714,-29.003638349992855,-2e-06,-3.0845774574572715e-06,-1.0845774574572716e-06,0.0,0.0,0.0,3.987694,25.015945434570312,yes,SDX005,unique_or_condition_distinct_keep
