sample_id,record_id,surface_group_id,source_group_id,v4_split,target_liquid_id,n_probes,n_unique_liquids,fit_status,boundary_fit,nnls_dispersion_mj_m2,nnls_polar_mj_m2,nnls_total_mj_m2,nnls_residual_norm,legacy_sqrt_dispersion,legacy_sqrt_polar,legacy_squared_dispersion_mj_m2,legacy_squared_polar_mj_m2,legacy_negative_coefficient,target_contact_angle_deg,nnls_physical_prediction_deg,legacy_squared_physical_prediction_deg
PA_CA0335,CA0335,SFC_2D953D8FEA9A,SRC014,train,LIQ_1BD1B94C09,2,2,interior_fit,no,37.754161318713855,6.692722206042316,44.446883524756174,0.0,6.144441497704559,2.5870296105847617,37.75416131871384,6.692722206042344,no,55.1,44.60036535020277,44.60036535020272
PA_CA0336,CA0336,SFC_AD3F4CCED3FF,SRC014,train,LIQ_0F4168490E,2,2,interior_fit,no,21.047673272460056,2.9702684343649626,24.01794170682502,0.0,4.587774326670838,1.7234466729101172,21.047673272460063,2.9702684343649524,no,105.4,94.20903509751275,94.20903509751277
PA_CA0337,CA0337,SFC_AD3F4CCED3FF,SRC014,train,LIQ_6656B41AB7,2,2,boundary_fit,yes,33.26307987353393,0.0,33.26307987353393,0.24294557426186003,5.845242888575098,-0.0781295402246175,34.166864426437755,0.0061042250557101245,yes,73.3,51.80237830367567,50.192168465965125
PA_CA0338,CA0338,SFC_AD3F4CCED3FF,SRC014,train,LIQ_1BD1B94C09,2,2,interior_fit,no,21.04767327246008,0.5535361169122046,21.601209389372286,0.0,4.5877743266708375,0.744000078570029,21.047673272460056,0.5535361169122094,no,75.7,84.27341328128384,84.27341328128385
PA_CA0339,CA0339,SFC_7311940ACDF8,SRC014,train,LIQ_0F4168490E,2,2,interior_fit,no,26.16058151928984,3.1099859002647436,29.27056741955458,0.0,5.114741588710992,1.7635152112371275,26.160581519289845,3.1099859002647303,no,96.4,89.88196652528451,89.88196652528454
PA_CA0340,CA0340,SFC_7311940ACDF8,SRC014,train,LIQ_6656B41AB7,2,2,interior_fit,no,34.31214812383617,0.48879588773285454,34.80094401156902,0.0,5.857657221435561,0.6991393907747269,34.31214812383618,0.48879588773285626,no,64.2,49.93185502873232,49.931855028732286
PA_CA0341,CA0341,SFC_7311940ACDF8,SRC014,train,LIQ_1BD1B94C09,2,2,interior_fit,no,26.160581519289874,1.4038829489270581,27.564464468216933,0.0,5.114741588710994,1.1848556658627518,26.160581519289863,1.403882948927065,no,68.5,73.76815899025884,73.76815899025884
PA_CA0342,CA0342,SFC_7A3F6303565B,SRC014,train,LIQ_0F4168490E,2,2,interior_fit,no,32.64250332002252,1.5042917457609557,34.14679506578348,0.0,5.7133618229569985,1.2264957177915283,32.64250332002252,1.5042917457609564,no,92.3,91.5193247468563,91.5193247468563
PA_CA0343,CA0343,SFC_7A3F6303565B,SRC014,train,LIQ_6656B41AB7,2,2,interior_fit,no,33.66870158854624,1.2074163642443514,34.876117952790594,0.0,5.802473747337965,1.0988249925462843,33.668701588546284,1.2074163642443418,no,52.9,51.08156715663334,51.081567156633255
PA_CA0344,CA0344,SFC_7A3F6303565B,SRC014,train,LIQ_1BD1B94C09,2,2,interior_fit,no,32.642503320022556,1.3388483190339275,33.981351639056484,0.0,5.713361822957,1.1570861329364979,32.642503320022534,1.3388483190339389,no,65.5,66.15520506507315,66.15520506507313
PA_CA0345,CA0345,SFC_54D3CCF77E3A,SRC014,train,LIQ_0F4168490E,2,2,interior_fit,no,16.531026387165998,4.789325803826601,21.320352190992597,0.0,4.06583649292074,2.188452833356612,16.531026387166023,4.789325803826583,no,102.9,92.81514075321031,92.81514075321036
PA_CA0346,CA0346,SFC_54D3CCF77E3A,SRC014,train,LIQ_6656B41AB7,2,2,interior_fit,no,27.095744399441923,0.30898088792614214,27.404725287368066,0.0,5.205357278750611,0.5558604932230183,27.09574439944197,0.3089808879261372,no,81.9,62.57039413333749,62.57039413333738
PA_CA0347,CA0347,SFC_54D3CCF77E3A,SRC014,train,LIQ_1BD1B94C09,2,2,interior_fit,no,16.53102638716603,1.6922788046874984,18.223305191853527,0.0,4.06583649292074,1.300876168083461,16.531026387166023,1.6922788046875092,no,78.2,85.92356579637656,85.92356579637652
PA_CA0348,CA0348,SFC_66EE1063F64A,SRC014,train,LIQ_0F4168490E,2,2,interior_fit,no,25.41723352937874,3.6952423148353364,29.112475844214078,0.0,5.041550706814199,1.9223013069847632,25.417233529378752,3.695242314835329,no,97.4,88.63482333685124,88.63482333685127
PA_CA0349,CA0349,SFC_66EE1063F64A,SRC014,train,LIQ_6656B41AB7,2,2,interior_fit,no,36.48489400760271,0.24150496153402587,36.72639896913674,0.0,6.0402726765935615,0.4914315430800345,36.48489400760275,0.24150496153402382,no,65.5,45.977453435098056,45.977453435098
PA_CA0350,CA0350,SFC_66EE1063F64A,SRC014,train,LIQ_1BD1B94C09,2,2,interior_fit,no,25.41723352937877,1.3096360812255692,26.72686961060434,0.0,5.041550706814201,1.1443933245285816,25.41723352937877,1.3096360812255794,no,68.0,75.06745399002624,75.06745399002618
PA_CA0351,CA0351,SFC_7D389175DB70,SRC014,train,LIQ_0F4168490E,2,2,interior_fit,no,23.37737258473231,2.755547243122395,26.132919827854707,0.0,4.835015262099211,1.659984109298156,23.377372584732303,2.7555472431223924,no,90.3,93.10308958211074,93.10308958211077
PA_CA0352,CA0352,SFC_7D389175DB70,SRC014,train,LIQ_6656B41AB7,2,2,interior_fit,no,20.38561440876909,4.487654350862398,24.873268759631486,0.0,4.515043123688752,2.1184084475998466,20.385614408769083,4.487654350862392,no,69.1,74.51704739982269,74.51704739982269
PA_CA0353,CA0353,SFC_7D389175DB70,SRC014,train,LIQ_1BD1B94C09,2,2,interior_fit,no,23.377372584732328,3.6450885902266807,27.02246117495901,0.0,4.835015262099213,1.909211510081243,23.37737258473232,3.6450885902267003,no,73.1,70.84269830412907,70.84269830412904
PA_CA0354,CA0354,SFC_B1FAE164CF82,SRC014,train,LIQ_0F4168490E,2,2,interior_fit,no,40.699118097839346,1.9207607861686735,42.61987888400802,0.0,6.379586044394994,1.3859151439278914,40.69911809783937,1.920760786168668,no,81.0,84.82374746479232,84.82374746479232
PA_CA0355,CA0355,SFC_B1FAE164CF82,SRC014,train,LIQ_6656B41AB7,2,2,interior_fit,no,35.3583399798163,4.026851787536687,39.385191767352985,0.0,5.946287915987276,2.0067017186260365,35.3583399798163,4.026851787536689,no,37.8,48.043313462268635,48.043313462268635
PA_CA0356,CA0356,SFC_B1FAE164CF82,SRC014,train,LIQ_1BD1B94C09,2,2,interior_fit,no,40.69911809783938,2.9701508129554206,43.6692689107948,0.0,6.379586044394996,1.7234125486822474,40.69911809783939,2.9701508129554397,no,54.4,50.739210473187846,50.73921047318777
PA_CA0357,CA0357,SFC_F13264E1CC9A,SRC014,train,LIQ_0F4168490E,2,2,interior_fit,no,27.941608181627924,11.564350576640352,39.50595875826828,0.0,5.285982234327685,3.40063973049783,27.941608181627906,11.564350576640356,no,75.2,69.8049135758857,69.80491357588572
PA_CA0358,CA0358,SFC_F13264E1CC9A,SRC014,train,LIQ_6656B41AB7,2,2,interior_fit,no,34.49724518890217,6.548454859014305,41.045700047916476,0.0,5.87343555246009,2.5589948923384553,34.49724518890216,6.548454859014303,no,61.1,49.59955923516204,49.599559235162054
PA_CA0359,CA0359,SFC_F13264E1CC9A,SRC014,train,LIQ_1BD1B94C09,2,2,interior_fit,no,27.941608181627934,8.661662893539782,36.60327107516772,0.0,5.285982234327689,2.9430703174643664,27.941608181627952,8.661662893539807,no,49.5,54.50216262482262,54.50216262482255
PA_CA0360,CA0360,SFC_9D7026B7F20A,SRC020,validation,LIQ_0F4168490E,2,2,interior_fit,no,35.546930053575664,0.2673140088887848,35.81424406246445,0.0,5.962124625800409,0.5170241859804885,35.546930053575664,0.26731400888878676,no,89.2,97.68915381137344,97.68915381137342
PA_CA0361,CA0361,SFC_9D7026B7F20A,SRC020,validation,LIQ_1BD1B94C09,2,2,interior_fit,no,35.546930053575686,1.6133158387299162,37.1602458923056,0.0,5.962124625800411,1.2701637054844255,35.546930053575686,1.6133158387299262,no,68.8,61.65193900402727,61.651939004027234
PA_CA0362,CA0362,SFC_9D7026B7F20A,SRC020,validation,LIQ_6656B41AB7,2,2,interior_fit,no,24.95204102492674,3.618879557819166,28.570920582745906,0.0,4.995201800220564,1.90233529058869,24.952041024926768,3.618879557819156,no,47.7,66.31628992213804,66.31628992213803
PA_CA0363,CA0363,SFC_3BF005A262A4,SRC020,validation,LIQ_0F4168490E,2,2,interior_fit,no,48.96922587095744,0.6338244147538593,49.6030502857113,0.0,6.997801502683352,0.796130903026547,48.969225870957374,0.6338244147538652,no,70.2,86.9155944584917,86.9155944584917
PA_CA0364,CA0364,SFC_3BF005A262A4,SRC020,validation,LIQ_1BD1B94C09,2,2,interior_fit,no,48.96922587095745,5.055433799412411,54.024659670369864,0.0,6.997801502683358,2.2484291848782862,48.969225870957466,5.055433799412435,no,51.2,32.33939729431292,32.339397294312825
PA_CA0365,CA0365,SFC_3BF005A262A4,SRC020,validation,LIQ_6656B41AB7,2,2,interior_fit,no,26.350351863717737,12.023291968615801,38.37364383233354,0.0,5.133259380132451,3.467461891443908,26.35035186371779,12.023291968615766,no,15.5,63.86885118533131,63.86885118533122
PA_CA0366,CA0366,SFC_5EBD6486C99B,SRC020,validation,LIQ_0F4168490E,2,2,interior_fit,no,49.920569462934864,2.7936509090014385,52.7142203719363,0.0,7.065448992310033,1.6714218225814363,49.920569462934864,2.7936509090014505,no,56.0,76.45492614642026,76.45492614642023
PA_CA0367,CA0367,SFC_5EBD6486C99B,SRC020,validation,LIQ_1BD1B94C09,2,2,interior_fit,no,49.92056946293493,11.074684025945114,60.99525348888004,0.0,7.065448992310036,3.3278647848049894,49.9205694629349,11.074684025945158,no,39.4,0.0,0.0
PA_CA0368,CA0368,SFC_5EBD6486C99B,SRC020,validation,LIQ_6656B41AB7,2,2,interior_fit,no,24.391888275281058,22.261909627240012,46.65379790252107,0.0,4.9388144605037665,4.718252815104334,24.39188827528111,22.261909627239973,no,10.7,67.30256408521566,67.3025640852156
PA_CA0369,CA0369,SFC_8C9D5E267A39,SRC020,validation,LIQ_0F4168490E,2,2,interior_fit,no,49.75000126288615,1.3868293838334116,51.13683064671956,0.0,7.053368079356566,1.177637203825281,49.75000126288613,1.3868293838334262,no,61.5,82.1960723706028,82.19607237060274
PA_CA0370,CA0370,SFC_8C9D5E267A39,SRC020,validation,LIQ_1BD1B94C09,2,2,interior_fit,no,49.75000126288618,8.512585973446198,58.26258723633238,0.0,7.053368079356567,2.9176336256367477,49.75000126288615,8.512585973446233,no,45.9,16.77486598471369,16.7748659847136
PA_CA0371,CA0371,SFC_8C9D5E267A39,SRC020,validation,LIQ_6656B41AB7,2,2,interior_fit,no,23.227222858479667,19.168240389468643,42.395463247948314,0.0,4.819462922201984,4.378154906974927,23.227222858479685,19.16824038946863,no,11.7,69.36741717771785,69.36741717771783
PA_CA0372,CA0372,SFC_9EBDC478F1D0,SRC020,validation,LIQ_0F4168490E,2,2,interior_fit,no,48.4499130663689,11.113217621597615,59.56313068796651,0.0,6.960597177424425,3.3336492949315497,48.44991306636888,11.113217621597618,no,0.1,56.84688025577649,56.84688025577649
PA_CA0373,CA0373,SFC_9EBDC478F1D0,SRC020,validation,LIQ_1BD1B94C09,2,2,interior_fit,no,48.449913066368936,31.845832987438957,80.29574605380789,0.0,6.960597177424431,5.643211230092227,48.44991306636895,31.845832987439024,no,0.1,0.0,0.0
PA_CA0374,CA0374,SFC_9EBDC478F1D0,SRC020,validation,LIQ_6656B41AB7,2,2,interior_fit,no,15.963635219975632,57.48392509016165,73.44756031013728,0.0,3.9954518167505912,7.5818154217945475,15.9636352199756,57.483925090161634,no,17.6,83.04147594379248,83.04147594379258
PA_CA0375,CA0375,SFC_500FB1C18BA7,SRC020,validation,LIQ_0F4168490E,2,2,interior_fit,no,46.80857518604923,12.278177751242609,59.08675293729184,0.0,6.841679266528735,3.504023080866136,46.80857518604917,12.278177751242609,no,0.1,55.594175135472206,55.59417513547226
PA_CA0376,CA0376,SFC_500FB1C18BA7,SRC020,validation,LIQ_1BD1B94C09,2,2,interior_fit,no,46.808575186049254,32.729376978266636,79.5379521643159,0.0,6.841679266528741,5.72095944560584,46.808575186049254,32.72937697826668,no,0.1,0.0,0.0
PA_CA0377,CA0377,SFC_500FB1C18BA7,SRC020,validation,LIQ_6656B41AB7,2,2,interior_fit,no,15.963635219975632,57.48392509016165,73.44756031013728,0.0,3.9954518167505912,7.5818154217945475,15.9636352199756,57.483925090161634,no,23.1,83.04147594379248,83.04147594379258
PA_CA0378,CA0378,SFC_463017990582,SRC020,validation,LIQ_0F4168490E,2,2,interior_fit,no,47.985199170073535,11.435154969400845,59.420354139474384,0.0,6.927134990028238,3.3815905975444256,47.985199170073514,11.435154969400866,no,0.1,56.49622488765749,56.496224887657476
PA_CA0379,CA0379,SFC_463017990582,SRC020,validation,LIQ_1BD1B94C09,2,2,interior_fit,no,47.985199170073564,32.09323020182796,80.07842937190152,0.0,6.927134990028241,5.665088719678452,47.985199170073564,32.09323020182804,no,0.1,0.0,0.0
PA_CA0380,CA0380,SFC_463017990582,SRC020,validation,LIQ_6656B41AB7,2,2,interior_fit,no,15.963635219975632,57.48392509016165,73.44756031013728,0.0,3.9954518167505912,7.5818154217945475,15.9636352199756,57.483925090161634,no,19.3,83.04147594379248,83.04147594379258
PA_CA0381,CA0381,SFC_EA6FE64D72B2,SRC020,validation,LIQ_0F4168490E,2,2,interior_fit,no,47.00666818632129,12.133405863434078,59.14007404975537,0.0,6.856140910623208,3.4833038718197,47.00666818632123,12.133405863434112,no,0.1,55.747505049516484,55.747505049516455
PA_CA0382,CA0382,SFC_EA6FE64D72B2,SRC020,validation,LIQ_1BD1B94C09,2,2,interior_fit,no,47.00666818632128,32.62128320755594,79.62795139387723,0.0,6.8561409106232105,5.7115044609591274,47.006668186321264,32.62128320755601,no,0.1,0.0,0.0
PA_CA0383,CA0383,SFC_EA6FE64D72B2,SRC020,validation,LIQ_6656B41AB7,2,2,interior_fit,no,15.963635219975632,57.48392509016165,73.44756031013728,0.0,3.9954518167505912,7.5818154217945475,15.9636352199756,57.483925090161634,no,22.5,83.04147594379248,83.04147594379258
PA_CA0384,CA0384,SFC_1959CDFDAA85,SRC004,train,LIQ_0F4168490E,2,2,interior_fit,no,26.848922341327285,0.0240282574828516,26.872950598810135,0.0,5.181594575159972,0.15501050765303465,26.84892234132725,0.024028257482851513,no,106.0,107.75468458085511,107.75468458085513
PA_CA0385,CA0385,SFC_1959CDFDAA85,SRC004,train,LIQ_53310FAFB3,2,2,interior_fit,no,26.84892234132732,0.09264578596796752,26.941568127295287,0.0,5.181594575159977,0.30437770281012916,26.848922341327302,0.09264578596797131,no,79.0,77.41209732591317,77.41209732591312
PA_CA0386,CA0386,SFC_1959CDFDAA85,SRC004,train,LIQ_6656B41AB7,2,2,interior_fit,no,24.25358519479579,0.22304268651388648,24.476627881309675,0.0,4.924792908823254,0.4722739528217542,24.253585194795807,0.22304268651388454,no,63.0,67.54670406100286,67.54670406100283
PA_CA0387,CA0387,SFC_309E17907FBA,SRC004,train,LIQ_0F4168490E,2,2,interior_fit,no,26.275176760124634,0.1695496175919503,26.444726377716584,0.0,5.125931794330141,0.4117640314451367,26.275176760124616,0.1695496175919515,no,104.0,105.17148013926531,105.17148013926531
PA_CA0388,CA0388,SFC_309E17907FBA,SRC004,train,LIQ_53310FAFB3,2,2,interior_fit,no,26.275176760124673,0.26277746000360946,26.53795422012828,0.0,5.1259317943301435,0.5126182400223531,26.275176760124644,0.26277746000361485,no,77.0,75.9204827490533,75.92048274905328
PA_CA0389,CA0389,SFC_309E17907FBA,SRC004,train,LIQ_6656B41AB7,2,2,interior_fit,no,24.52762043291593,0.3918552794664434,24.919475712382376,0.0,4.952536767447157,0.6259834498342928,24.52762043291593,0.39185527946644255,no,64.0,67.0632125006819,67.0632125006819
PA_CA0390,CA0390,SFC_3658FB055001,SRC004,train,LIQ_0F4168490E,2,2,interior_fit,no,26.275176760124626,0.05007687037211424,26.32525363049674,0.0,5.12593179433014,0.22377861911298416,26.27517676012461,0.05007687037211404,no,105.0,107.37294891397987,107.37294891397988
PA_CA0391,CA0391,SFC_3658FB055001,SRC004,train,LIQ_53310FAFB3,2,2,interior_fit,no,26.275176760124673,0.1818963979662199,26.457073158090893,0.0,5.125931794330144,0.4264931394128457,26.275176760124655,0.18189639796622506,no,79.0,76.84264557761604,76.84264557761598
PA_CA0392,CA0392,SFC_3658FB055001,SRC004,train,LIQ_6656B41AB7,2,2,interior_fit,no,22.823665259879974,0.42817977194185614,23.25184503182183,0.0,4.7774119834780775,0.6543544696430671,22.823665259879938,0.42817977194185963,no,64.0,70.08814300359518,70.08814300359525
PA_CA0393,CA0393,SFC_AE86A39F2CBE,SRC004,train,LIQ_0F4168490E,2,2,interior_fit,no,26.84892234132729,0.19047724799613847,27.03939958932343,0.0,5.181594575159973,0.43643699201160524,26.848922341327256,0.19047724799613797,no,107.0,104.46143117948243,104.46143117948246
PA_CA0394,CA0394,SFC_AE86A39F2CBE,SRC004,train,LIQ_53310FAFB3,2,2,interior_fit,no,26.848922341327302,0.047997097998383094,26.896919439325686,0.0,5.181594575159976,0.2190824000196836,26.84892234132729,0.04799709799838466,no,76.0,78.31998167112626,78.31998167112624
PA_CA0395,CA0395,SFC_AE86A39F2CBE,SRC004,train,LIQ_6656B41AB7,2,2,boundary_fit,yes,30.54839702122639,0.0,30.54839702122639,0.0641051012569509,5.555284536672338,-0.025235108117696567,30.861186283390794,0.0006368106817118351,yes,63.0,56.5691234950531,56.02366534782608
PA_CA0396,CA0396,SFC_1A55A8F9BE53,SRC004,train,LIQ_0F4168490E,2,2,interior_fit,no,27.42370275772239,0.13562849118211323,27.559331248904503,0.0,5.23676453143755,0.3682777364735948,27.423702757722342,0.13562849118211454,no,111.0,104.8342663804965,104.83426638049653
PA_CA0397,CA0397,SFC_1A55A8F9BE53,SRC004,train,LIQ_53310FAFB3,2,2,boundary_fit,yes,26.69090472144033,0.0,26.69090472144033,0.9162076589856198,5.236764531437555,-0.15337171860157583,27.4237027577224,0.02352288406680096,yes,76.0,80.83782657525688,78.2939615695218
PA_CA0398,CA0398,SFC_1A55A8F9BE53,SRC004,train,LIQ_6656B41AB7,2,2,boundary_fit,yes,28.156474910912728,0.0,28.156474910912728,1.8791515829579417,6.133617747205961,-0.73973197819952,37.62126666883993,0.5472033995709751,yes,62.0,60.7267947371089,43.851761644623785
PA_CA0399,CA0399,SFC_E53F0A6F08A0,SRC004,train,LIQ_0F4168490E,2,2,boundary_fit,yes,25.44561775832296,0.0,25.44561775832296,0.30064210890348164,5.069793144370312,-0.08644554133323722,25.702802526704215,0.007472831616396424,yes,112.0,110.66826545391916,109.43486121822144
PA_CA0400,CA0400,SFC_E53F0A6F08A0,SRC004,train,LIQ_53310FAFB3,2,2,boundary_fit,yes,25.114893687702853,0.0,25.114893687702853,0.7585193974489783,5.069793144370317,-0.12697495206291992,25.702802526704268,0.016122638451380813,yes,83.0,82.8490193123576,80.75647977042645
PA_CA0401,CA0401,SFC_E53F0A6F08A0,SRC004,train,LIQ_6656B41AB7,2,2,boundary_fit,yes,24.467922937240697,0.0,24.467922937240697,0.4382856036560465,5.139473907941469,-0.1725320509261502,26.41419205041116,0.029767308596783688,yes,65.0,67.16845375474932,63.757508340139545
PA_CA0402,CA0402,SFC_2A9E0C34389A,SRC004,train,LIQ_0F4168490E,2,2,interior_fit,no,25.702802526704232,7.794347843765624e-05,25.70288047018267,0.0,5.069793144370313,0.00882856038307558,25.70280252670422,7.794347843761164e-05,no,111.0,110.36276644716355,110.3627664471636
PA_CA0403,CA0403,SFC_2A9E0C34389A,SRC004,train,LIQ_53310FAFB3,2,2,boundary_fit,yes,25.497350554296855,0.0,25.497350554296855,0.26407815751922925,5.069793144370317,-0.044206267505667585,25.702802526704268,0.0019541940867826416,yes,82.0,82.35620394626007,81.6280656398111
PA_CA0404,CA0404,SFC_2A9E0C34389A,SRC004,train,LIQ_6656B41AB7,2,2,boundary_fit,yes,25.450580837664877,0.0,25.450580837664877,0.26373562716764276,5.160974023554573,-0.10382008507228399,26.63565287180508,0.010778610064416286,yes,65.0,65.44157171524253,63.37147232157494
PA_CA0405,CA0405,SFC_4CE305FCECB9,SRC004,train,LIQ_0F4168490E,2,2,boundary_fit,yes,24.44254021459272,0.0,24.44254021459272,0.14444416955235795,4.9561567783124945,-0.04153295250264295,24.563490011212885,0.0017249861435867956,yes,108.0,111.4591801590436,110.86226795795345
PA_CA0406,CA0406,SFC_4CE305FCECB9,SRC004,train,LIQ_53310FAFB3,2,2,interior_fit,no,24.563490011212938,0.07931639704170171,24.64280640825464,0.0,4.956156778312498,0.2816316691029327,24.56349001121292,0.07931639704170378,no,84.0,80.60604476558659,80.60604476558657
PA_CA0407,CA0407,SFC_4CE305FCECB9,SRC004,train,LIQ_6656B41AB7,2,2,interior_fit,no,19.36485283871731,0.4158766367714513,19.780729475488762,0.0,4.400551424391871,0.6448849794897145,19.364852838717326,0.4158766367714494,no,67.0,76.41872173177316,76.41872173177313
PA_CA0408,CA0408,SFC_B4F56FFE60FB,SRC004,train,LIQ_0F4168490E,2,2,boundary_fit,yes,26.092966309498802,0.0,26.092966309498802,0.21050366288193345,5.12593179433014,-0.06052745956588393,26.27517676012461,0.003663573361499714,yes,109.0,110.16823370821182,109.30634948693417
PA_CA0409,CA0409,SFC_B4F56FFE60FB,SRC004,train,LIQ_53310FAFB3,2,2,interior_fit,no,26.275176760124662,0.00744279363098144,26.282619553755644,0.0,5.1259317943301435,0.08627162703335485,26.275176760124644,0.007442793630982283,no,82.0,80.45426298951898,80.45426298951897
PA_CA0410,CA0410,SFC_B4F56FFE60FB,SRC004,train,LIQ_6656B41AB7,2,2,interior_fit,no,23.751444619786636,0.06314223830076879,23.814586858087406,0.0,4.873545385013528,0.2512811936870098,23.751444619786653,0.06314223830076854,no,64.0,68.43541298272866,68.43541298272862
PA_CA0411,CA0411,SFC_572551235161,SRC004,train,LIQ_0F4168490E,2,2,boundary_fit,yes,26.456229305148835,0.0,26.456229305148835,0.4496668370117689,5.181594575159973,-0.12929557102583172,26.848922341327256,0.016717344686895896,yes,107.0,109.89104747132326,108.05846272281647
PA_CA0412,CA0412,SFC_572551235161,SRC004,train,LIQ_53310FAFB3,2,2,interior_fit,no,26.848922341327302,0.047997097998383094,26.896919439325686,0.0,5.181594575159976,0.2190824000196836,26.84892234132729,0.04799709799838466,no,82.0,78.31998167112626,78.31998167112624
PA_CA0413,CA0413,SFC_572551235161,SRC004,train,LIQ_6656B41AB7,2,2,interior_fit,no,21.00059682116532,0.37292613574958583,21.373522956914908,0.0,4.582640813020951,0.6106767850095379,21.00059682116532,0.3729261357495854,no,63.0,73.38614948396517,73.38614948396517
PA_CA0414,CA0414,SFC_7E0BA3D04E9B,SRC004,train,LIQ_0F4168490E,2,2,boundary_fit,yes,23.6138543072114,0.0,23.6138543072114,1.1438682528834931,4.9561567783124945,-0.3289037277414786,24.563490011212885,0.10817766212224067,yes,112.0,112.12825260490948,107.44214033185847
PA_CA0415,CA0415,SFC_7E0BA3D04E9B,SRC004,train,LIQ_53310FAFB3,2,2,boundary_fit,yes,24.324249633055807,0.0,24.324249633055807,0.3146970872474384,4.956156778312498,-0.05267979659052928,24.56349001121292,0.0027751609688195403,yes,87.0,83.87817344679283,83.01327024102433
PA_CA0416,CA0416,SFC_7E0BA3D04E9B,SRC004,train,LIQ_6656B41AB7,2,2,interior_fit,no,20.081645222964127,0.06646590000274272,20.14811112296687,0.0,4.481254871457784,0.2578098136276873,20.08164522296412,0.06646590000274286,no,67.0,75.07998022111178,75.07998022111178
PA_CA0417,CA0417,SFC_AE01D8CAA284,SRC004,train,LIQ_0F4168490E,2,2,boundary_fit,yes,23.340191788087303,0.0,23.340191788087303,1.477755597756527,4.956156778312494,-0.4249084836192814,24.563490011212874,0.18054721945163713,yes,115.0,112.35248075463433,106.3143491456225
PA_CA0418,CA0418,SFC_AE01D8CAA284,SRC004,train,LIQ_53310FAFB3,2,2,boundary_fit,yes,23.228244443254038,0.0,23.228244443254038,1.7765770943929482,4.956156778312499,-0.297396206550943,24.563490011212927,0.08844450367089116,yes,88.0,85.32958552898815,80.43972728817741
PA_CA0419,CA0419,SFC_AE01D8CAA284,SRC004,train,LIQ_6656B41AB7,2,2,boundary_fit,yes,20.83571021139745,0.0,20.83571021139745,0.3913759962094474,4.736929489515252,-0.15406598516129347,22.438500988639227,0.0237363277837199,yes,67.0,73.6883500953487,70.77889616961544
PA_CA0420,CA0420,SFC_2E8A7F435ADF,SRC004,train,LIQ_0F4168490E,2,2,boundary_fit,yes,36.87884449995885,0.0,36.87884449995885,0.12805835625236028,6.083626569911919,-0.036821435190350076,37.01051224213826,0.001355818089477151,yes,98.0,102.77008673218405,102.26455601551966
PA_CA0421,CA0421,SFC_2E8A7F435ADF,SRC004,train,LIQ_53310FAFB3,2,2,interior_fit,no,37.010512242138326,0.16825791993181344,37.17877016207014,0.0,6.0836265699119245,0.4101925400733367,37.010512242138326,0.16825791993181596,no,69.0,63.92450940238334,63.92450940238331
PA_CA0422,CA0422,SFC_2E8A7F435ADF,SRC004,train,LIQ_6656B41AB7,2,2,interior_fit,no,28.25019722985694,0.8329460148679269,29.083143244724866,0.0,5.315091460159173,0.9126587614590258,28.25019722985697,0.832946014867923,no,45.0,60.56402812243011,60.56402812243005
PA_CA0423,CA0423,SFC_9E9E03484254,SRC004,train,LIQ_0F4168490E,2,2,interior_fit,no,26.84892234132729,0.003663085521461816,26.852585426848755,0.0,5.181594575159971,0.06052342952495326,26.84892234132724,0.003663085521461984,no,109.0,108.87350432253713,108.87350432253716
PA_CA0424,CA0424,SFC_9E9E03484254,SRC004,train,LIQ_53310FAFB3,2,2,interior_fit,no,26.848922341327313,0.002487959352534496,26.85141030067985,0.0,5.181594575159975,0.0498794481979805,26.848922341327285,0.00248795935253502,no,80.0,80.11245168662477,80.11245168662474
PA_CA0425,CA0425,SFC_9E9E03484254,SRC004,train,LIQ_6656B41AB7,2,2,interior_fit,no,27.038901675973303,0.0014375530728854907,27.04033922904619,0.0,5.199894390848077,0.03791507711828586,27.038901675973293,0.001437553072885564,no,63.0,62.66930465497574,62.66930465497576
PA_CA0426,CA0426,SFC_977322D0A384,SRC004,train,LIQ_0F4168490E,2,2,interior_fit,no,25.70280252670422,0.010788819968887222,25.71359134667311,0.0,5.069793144370313,0.10386924457647073,25.70280252670422,0.010788819968886695,no,110.0,109.22729857133281,109.22729857133285
PA_CA0427,CA0427,SFC_977322D0A384,SRC004,train,LIQ_53310FAFB3,2,2,interior_fit,no,25.702802526704268,0.001530282052674638,25.70433280875694,0.0,5.069793144370315,0.039118819673846845,25.702802526704243,0.001530282052674947,no,81.0,81.68157270816064,81.68157270816064
PA_CA0428,CA0428,SFC_977322D0A384,SRC004,train,LIQ_6656B41AB7,2,2,boundary_fit,yes,26.455231752151168,0.0,26.455231752151168,0.08551692842070402,5.181116229693813,-0.03366391897486799,26.84396538559663,0.0011332594407464773,yes,65.0,63.685946307813175,63.0086310748846
PA_CA0429,CA0429,SFC_D23857573968,SRC016,train,LIQ_0F4168490E,2,2,interior_fit,no,43.63276208761603,1.016063307408918,44.64882539502495,0.0,6.6055099793744905,1.0079996564527782,43.63276208761598,1.016063307408919,no,95.1,87.41767703228734,87.41767703228736
PA_CA0430,CA0430,SFC_D23857573968,SRC016,train,LIQ_6656B41AB7,2,2,boundary_fit,yes,53.06789482436998,0.0,53.06789482436998,1.1232678318634903,7.779322225094389,-0.44217674765988463,60.51785428184751,0.1955202761710733,yes,31.4,0.0,0.0
