target_measurement_id,record_id,source_group_id,surface_group_id,target_liquid_id,target_contact_angle_deg,v4_split,has_independent_sfe,independent_sfe_dispersion_mj_m2,independent_sfe_polar_mj_m2,sample_id,prediction_mode,probe_measurement_ids,probe_liquid_ids,n_probes,target_liquid_removed,loo_sfe_feasible,loo_sfe_failure_reason,fit_status,boundary_fit,nnls_residual_norm,n_unique_liquids,nnls_dispersion_mj_m2,nnls_polar_mj_m2,nnls_physical_prediction_deg,target_eligible,v4_1_exclusion_reason,v4_1_primary_eligible
EXT_E8887E8FA242,EXT_E8887E8FA242,OPEN_POLYMER_SURFACES_2023,SFC_619070545661,LIQ_0F4168490E,91.0,prospective_open_external,no,,,PA_EXT_E8887E8FA242,probe_assisted,EXT_0DF8EFC4C97A;EXT_2D6D530BDE66,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,boundary_fit,yes,2.6267115111193107,2.0,38.93825521501931,0.0,101.51270409128222,yes,,yes
EXT_2D6D530BDE66,EXT_2D6D530BDE66,OPEN_POLYMER_SURFACES_2023,SFC_619070545661,LIQ_1BD1B94C09,74.0,prospective_open_external,no,,,PA_EXT_2D6D530BDE66,probe_assisted,EXT_0DF8EFC4C97A;EXT_E8887E8FA242,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,42.0282898350584,0.5922016379866728,59.22076187469778,yes,,yes
EXT_0DF8EFC4C97A,EXT_0DF8EFC4C97A,OPEN_POLYMER_SURFACES_2023,SFC_619070545661,LIQ_6656B41AB7,35.0,prospective_open_external,no,,,PA_EXT_0DF8EFC4C97A,probe_assisted,EXT_2D6D530BDE66;EXT_E8887E8FA242,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,19.947909310632244,4.359759610707935,75.32852733304856,yes,,yes
EXT_398B369DB1D4,EXT_398B369DB1D4,OPEN_POLYMER_SURFACES_2023,SFC_FFE25A9A5A54,LIQ_0F4168490E,87.0,prospective_open_external,no,,,PA_EXT_398B369DB1D4,probe_assisted,EXT_4A1E7242F9DF;EXT_C161311E1FB7,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,41.561289571404586,0.0150690252474383,98.56788652294767,yes,,yes
EXT_4A1E7242F9DF,EXT_4A1E7242F9DF,OPEN_POLYMER_SURFACES_2023,SFC_FFE25A9A5A54,LIQ_1BD1B94C09,66.0,prospective_open_external,no,,,PA_EXT_4A1E7242F9DF,probe_assisted,EXT_398B369DB1D4;EXT_C161311E1FB7,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,41.56128957140462,1.3199094089705743,55.87715674463714,yes,,yes
EXT_C161311E1FB7,EXT_C161311E1FB7,OPEN_POLYMER_SURFACES_2023,SFC_FFE25A9A5A54,LIQ_6656B41AB7,36.0,prospective_open_external,no,,,PA_EXT_C161311E1FB7,probe_assisted,EXT_398B369DB1D4;EXT_4A1E7242F9DF,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,26.310926595438517,4.040812106077676,63.937626579760725,yes,,yes
EXT_D5FF9F67F45C,EXT_D5FF9F67F45C,OPEN_POLYMER_SURFACES_2023,SFC_1D7210C10C8C,LIQ_0F4168490E,81.0,prospective_open_external,no,,,PA_EXT_D5FF9F67F45C,probe_assisted,EXT_BC643C3D7862;EXT_C9A4F8CA797A,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,40.601677178668616,0.5616482389092377,92.04210888981638,yes,,yes
EXT_C9A4F8CA797A,EXT_C9A4F8CA797A,OPEN_POLYMER_SURFACES_2023,SFC_1D7210C10C8C,LIQ_1BD1B94C09,61.0,prospective_open_external,no,,,PA_EXT_C9A4F8CA797A,probe_assisted,EXT_BC643C3D7862;EXT_D5FF9F67F45C,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,40.60167717866863,2.9873961025816467,50.80538104639768,yes,,yes
EXT_BC643C3D7862,EXT_BC643C3D7862,OPEN_POLYMER_SURFACES_2023,SFC_1D7210C10C8C,LIQ_6656B41AB7,38.0,prospective_open_external,no,,,PA_EXT_BC643C3D7862,probe_assisted,EXT_C9A4F8CA797A;EXT_D5FF9F67F45C,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,26.16403703595821,6.503232697028095,64.19396773407405,yes,,yes
EXT_F80C8FA1754C,EXT_F80C8FA1754C,OPEN_POLYMER_SURFACES_2023,SFC_ECD42A787C67,LIQ_0F4168490E,71.0,prospective_open_external,no,,,PA_EXT_F80C8FA1754C,probe_assisted,EXT_3D82C848D389;EXT_686D150BDAAF,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,39.61019478340704,1.1293259350691207,89.09552851916426,yes,,yes
EXT_686D150BDAAF,EXT_686D150BDAAF,OPEN_POLYMER_SURFACES_2023,SFC_ECD42A787C67,LIQ_1BD1B94C09,59.0,prospective_open_external,no,,,PA_EXT_686D150BDAAF,probe_assisted,EXT_3D82C848D389;EXT_F80C8FA1754C,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,39.610194783407046,6.978401785936032,41.20408476551298,yes,,yes
EXT_3D82C848D389,EXT_3D82C848D389,OPEN_POLYMER_SURFACES_2023,SFC_ECD42A787C67,LIQ_6656B41AB7,40.0,prospective_open_external,no,,,PA_EXT_3D82C848D389,probe_assisted,EXT_686D150BDAAF;EXT_F80C8FA1754C,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,18.202970718465668,15.737281607619703,78.62631628849095,yes,,yes
EXT_C03E4F87416F,EXT_C03E4F87416F,OPEN_POLYMER_SURFACES_2023,SFC_5648457375F3,LIQ_0F4168490E,80.0,prospective_open_external,no,,,PA_EXT_C03E4F87416F,probe_assisted,EXT_8EC71DE1D3C8;EXT_B4AB0610DC8D,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,34.83015014526245,4.4446917184487305,80.17508751811891,yes,,yes
EXT_B4AB0610DC8D,EXT_B4AB0610DC8D,OPEN_POLYMER_SURFACES_2023,SFC_5648457375F3,LIQ_1BD1B94C09,54.0,prospective_open_external,no,,,PA_EXT_B4AB0610DC8D,probe_assisted,EXT_8EC71DE1D3C8;EXT_C03E4F87416F,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,34.83015014526247,4.509621644796577,53.83650238014338,yes,,yes
EXT_8EC71DE1D3C8,EXT_8EC71DE1D3C8,OPEN_POLYMER_SURFACES_2023,SFC_5648457375F3,LIQ_6656B41AB7,49.0,prospective_open_external,no,,,PA_EXT_8EC71DE1D3C8,probe_assisted,EXT_B4AB0610DC8D;EXT_C03E4F87416F,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,34.59802869473379,4.564486108212227,49.41831341386192,yes,,yes
EXT_D8FBAAD59B4B,EXT_D8FBAAD59B4B,OPEN_POLYMER_SURFACES_2023,SFC_4CBC1B4A127C,LIQ_0F4168490E,102.0,prospective_open_external,no,,,PA_EXT_D8FBAAD59B4B,probe_assisted,EXT_1DC596480B9E;EXT_A3F4030D6CB1,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,boundary_fit,yes,3.09984594058335,2.0,29.39570285900535,0.0,107.73081584588948,yes,,yes
EXT_1DC596480B9E,EXT_1DC596480B9E,OPEN_POLYMER_SURFACES_2023,SFC_4CBC1B4A127C,LIQ_1BD1B94C09,85.0,prospective_open_external,no,,,PA_EXT_1DC596480B9E,probe_assisted,EXT_A3F4030D6CB1;EXT_D8FBAAD59B4B,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,32.5858043786241,0.0931191130683803,74.02962456223742,yes,,yes
EXT_A3F4030D6CB1,EXT_A3F4030D6CB1,OPEN_POLYMER_SURFACES_2023,SFC_4CBC1B4A127C,LIQ_6656B41AB7,53.0,prospective_open_external,no,,,PA_EXT_A3F4030D6CB1,probe_assisted,EXT_1DC596480B9E;EXT_D8FBAAD59B4B,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,16.832269698055832,1.835877047179431,81.30065223640253,yes,,yes
EXT_31D988D57B38,EXT_31D988D57B38,OPEN_POLYMER_SURFACES_2023,SFC_4BD23D0F3546,LIQ_0F4168490E,82.0,prospective_open_external,no,,,PA_EXT_31D988D57B38,probe_assisted,EXT_C03F819C4B66;EXT_CA5F8E2A53C2,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,26.848922341327285,7.054117652542072,79.2965010389616,yes,,yes
EXT_CA5F8E2A53C2,EXT_CA5F8E2A53C2,OPEN_POLYMER_SURFACES_2023,SFC_4BD23D0F3546,LIQ_1BD1B94C09,59.0,prospective_open_external,no,,,PA_EXT_CA5F8E2A53C2,probe_assisted,EXT_31D988D57B38;EXT_C03F819C4B66,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,26.848922341327317,5.849987266874174,61.35556440108628,yes,,yes
EXT_C03F819C4B66,EXT_C03F819C4B66,OPEN_POLYMER_SURFACES_2023,SFC_4BD23D0F3546,LIQ_6656B41AB7,63.0,prospective_open_external,no,,,PA_EXT_C03F819C4B66,probe_assisted,EXT_31D988D57B38;EXT_CA5F8E2A53C2,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,30.098756536825483,4.926192045992472,57.352147086645495,yes,,yes
EXT_FD5F6987DAB6,EXT_FD5F6987DAB6,OPEN_POLYMER_SURFACES_2023,SFC_A65652A71181,LIQ_0F4168490E,102.0,prospective_open_external,no,,,PA_EXT_FD5F6987DAB6,probe_assisted,EXT_4BF4B6EE2A48;EXT_63529BCBF35A,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,boundary_fit,yes,1.4925693590513802,2.0,29.91825321714561,0.0,107.3610050856621,yes,,yes
EXT_4BF4B6EE2A48,EXT_4BF4B6EE2A48,OPEN_POLYMER_SURFACES_2023,SFC_A65652A71181,LIQ_1BD1B94C09,82.0,prospective_open_external,no,,,PA_EXT_4BF4B6EE2A48,probe_assisted,EXT_63529BCBF35A;EXT_FD5F6987DAB6,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,31.447013573198586,0.1376027899149663,74.73055538154082,yes,,yes
EXT_63529BCBF35A,EXT_63529BCBF35A,OPEN_POLYMER_SURFACES_2023,SFC_A65652A71181,LIQ_6656B41AB7,55.0,prospective_open_external,no,,,PA_EXT_63529BCBF35A,probe_assisted,EXT_4BF4B6EE2A48;EXT_FD5F6987DAB6,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,20.675433530665224,1.1330683863747122,73.9828008869039,yes,,yes
EXT_9FD20D27EB85,EXT_9FD20D27EB85,OPEN_POLYMER_SURFACES_2023,SFC_D9EFE53A22B1,LIQ_0F4168490E,95.0,prospective_open_external,no,,,PA_EXT_9FD20D27EB85,probe_assisted,EXT_525C8E3D6CD6;EXT_B9EFF76773A7,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,30.874747879965916,0.0356677774100133,104.49001862434989,yes,,yes
EXT_B9EFF76773A7,EXT_B9EFF76773A7,OPEN_POLYMER_SURFACES_2023,SFC_D9EFE53A22B1,LIQ_1BD1B94C09,77.0,prospective_open_external,no,,,PA_EXT_B9EFF76773A7,probe_assisted,EXT_525C8E3D6CD6;EXT_9FD20D27EB85,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,30.87474787996593,1.0403116973491806,69.52059202064889,yes,,yes
EXT_525C8E3D6CD6,EXT_525C8E3D6CD6,OPEN_POLYMER_SURFACES_2023,SFC_D9EFE53A22B1,LIQ_6656B41AB7,56.0,prospective_open_external,no,,,PA_EXT_525C8E3D6CD6,probe_assisted,EXT_9FD20D27EB85;EXT_B9EFF76773A7,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,20.155567689562293,2.950029055979907,74.94282838250969,yes,,yes
EXT_61408262103D,EXT_61408262103D,OPEN_POLYMER_SURFACES_2023,SFC_6353761F5CC5,LIQ_0F4168490E,98.0,prospective_open_external,no,,,PA_EXT_61408262103D,probe_assisted,EXT_6A1E54C20CCE;EXT_981E9EC8865E,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,26.84892234132729,0.3753152424252273,102.42493951701388,yes,,yes
EXT_6A1E54C20CCE,EXT_6A1E54C20CCE,OPEN_POLYMER_SURFACES_2023,SFC_6353761F5CC5,LIQ_1BD1B94C09,78.0,prospective_open_external,no,,,PA_EXT_6A1E54C20CCE,probe_assisted,EXT_61408262103D;EXT_981E9EC8865E,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,26.84892234132732,0.999877347098828,74.566077366273,yes,,yes
EXT_981E9EC8865E,EXT_981E9EC8865E,OPEN_POLYMER_SURFACES_2023,SFC_6353761F5CC5,LIQ_6656B41AB7,63.0,prospective_open_external,no,,,PA_EXT_981E9EC8865E,probe_assisted,EXT_61408262103D;EXT_6A1E54C20CCE,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,21.943094228177483,1.7557275543176925,71.67183744788274,yes,,yes
EXT_8A8E3AAF6896,EXT_8A8E3AAF6896,OPEN_POLYMER_SURFACES_2023,SFC_A66B59B95A03,LIQ_0F4168490E,92.0,prospective_open_external,no,,,PA_EXT_8A8E3AAF6896,probe_assisted,EXT_80357B8C920D;EXT_C6419C1CBA62,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,22.315562837809097,2.233801291439668,95.78696848214936,yes,,yes
EXT_80357B8C920D,EXT_80357B8C920D,OPEN_POLYMER_SURFACES_2023,SFC_A66B59B95A03,LIQ_1BD1B94C09,76.0,prospective_open_external,no,,,PA_EXT_80357B8C920D,probe_assisted,EXT_8A8E3AAF6896;EXT_C6419C1CBA62,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,22.31556283780912,3.351242150215192,72.99636425552802,yes,,yes
EXT_C6419C1CBA62,EXT_C6419C1CBA62,OPEN_POLYMER_SURFACES_2023,SFC_A66B59B95A03,LIQ_6656B41AB7,71.0,prospective_open_external,no,,,PA_EXT_C6419C1CBA62,probe_assisted,EXT_80357B8C920D;EXT_8A8E3AAF6896,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,18.425524762854486,4.463557679582063,78.19956306740019,yes,,yes
EXT_7720DE638AE3,EXT_7720DE638AE3,OPEN_POLYMER_SURFACES_2023,SFC_62075C90581B,LIQ_0F4168490E,108.0,prospective_open_external,no,,,PA_EXT_7720DE638AE3,probe_assisted,EXT_8E3054DE5097;EXT_BC1C15EECE17,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,13.601915497093646,1.2926698896463693,107.68991574942171,yes,,yes
EXT_8E3054DE5097,EXT_8E3054DE5097,OPEN_POLYMER_SURFACES_2023,SFC_62075C90581B,LIQ_1BD1B94C09,92.0,prospective_open_external,no,,,PA_EXT_8E3054DE5097,probe_assisted,EXT_7720DE638AE3;EXT_BC1C15EECE17,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,13.60191549709366,1.2336512898772838,92.2262853354693,yes,,yes
EXT_BC1C15EECE17,EXT_BC1C15EECE17,OPEN_POLYMER_SURFACES_2023,SFC_62075C90581B,LIQ_6656B41AB7,88.0,prospective_open_external,no,,,PA_EXT_BC1C15EECE17,probe_assisted,EXT_7720DE638AE3;EXT_8E3054DE5097,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,13.851711797156582,1.1851766634088692,87.4575754633953,yes,,yes
EXT_49AD89E9F838,EXT_49AD89E9F838,OPEN_POLYMER_SURFACES_2023,SFC_36EF2E368C84,LIQ_0F4168490E,125.0,prospective_open_external,no,,,PA_EXT_49AD89E9F838,probe_assisted,EXT_650589542FBB;EXT_C92CA45A6370,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,7.298466637114254,0.3800663272438512,122.17563851071422,yes,,yes
EXT_650589542FBB,EXT_650589542FBB,OPEN_POLYMER_SURFACES_2023,SFC_36EF2E368C84,LIQ_1BD1B94C09,109.0,prospective_open_external,no,,,PA_EXT_650589542FBB,probe_assisted,EXT_49AD89E9F838;EXT_C92CA45A6370,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,7.2984666371142595,0.1658212681419428,110.91759808187014,yes,,yes
EXT_C92CA45A6370,EXT_C92CA45A6370,OPEN_POLYMER_SURFACES_2023,SFC_36EF2E368C84,LIQ_6656B41AB7,104.0,prospective_open_external,no,,,PA_EXT_C92CA45A6370,probe_assisted,EXT_49AD89E9F838;EXT_650589542FBB,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,8.82242967096581,0.053612031552685,99.5858737225548,yes,,yes
EXT_C52AF747E8BF,EXT_C52AF747E8BF,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_70D1A1076BBD,LIQ_0F4168490E,0.0,prospective_open_external,no,,,PA_EXT_C52AF747E8BF,probe_assisted,EXT_1366AD9E4A11;EXT_B099AADD9565,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,34.27413935785309,24.191562350026672,44.28113991671709,yes,,yes
EXT_1366AD9E4A11,EXT_1366AD9E4A11,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_70D1A1076BBD,LIQ_1BD1B94C09,0.0,prospective_open_external,no,,,PA_EXT_1366AD9E4A11,probe_assisted,EXT_B099AADD9565;EXT_C52AF747E8BF,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,34.2741393578531,40.53155781442666,0.0,yes,,yes
EXT_B099AADD9565,EXT_B099AADD9565,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_70D1A1076BBD,LIQ_6656B41AB7,50.0,prospective_open_external,no,,,PA_EXT_B099AADD9565,probe_assisted,EXT_1366AD9E4A11;EXT_C52AF747E8BF,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,15.963659534003993,57.48401264326431,83.04142666132327,yes,,yes
EXT_FA599DFEA153,EXT_FA599DFEA153,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_B23DE8940451,LIQ_0F4168490E,107.0,prospective_open_external,no,,,PA_EXT_FA599DFEA153,probe_assisted,EXT_5AF9983FF446;EXT_77B7B95A656C,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,10.989983330390244,0.032960980783243,122.62575219200302,yes,,yes
EXT_77B7B95A656C,EXT_77B7B95A656C,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_B23DE8940451,LIQ_1BD1B94C09,105.0,prospective_open_external,no,,,PA_EXT_77B7B95A656C,probe_assisted,EXT_5AF9983FF446;EXT_FA599DFEA153,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,10.98998333039025,2.071821162320516,94.00011486374068,yes,,yes
EXT_5AF9983FF446,EXT_5AF9983FF446,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_B23DE8940451,LIQ_6656B41AB7,94.0,prospective_open_external,no,,,PA_EXT_5AF9983FF446,probe_assisted,EXT_77B7B95A656C;EXT_FA599DFEA153,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,2.890818640765342,6.225934778723888,121.52704261856236,yes,,yes
EXT_B067D03F4F2E,EXT_B067D03F4F2E,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_C90D1535E78D,LIQ_0F4168490E,101.0,prospective_open_external,no,,,PA_EXT_B067D03F4F2E,probe_assisted,EXT_1B40295A791F;EXT_3B5D655ADA7C,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,boundary_fit,yes,1.0166403112283715,2.0,27.57886694415605,0.0,109.04919345542868,yes,,yes
EXT_1B40295A791F,EXT_1B40295A791F,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_C90D1535E78D,LIQ_1BD1B94C09,84.0,prospective_open_external,no,,,PA_EXT_1B40295A791F,probe_assisted,EXT_3B5D655ADA7C;EXT_B067D03F4F2E,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,28.575,0.3963332856081804,75.77302444821828,yes,,yes
EXT_3B5D655ADA7C,EXT_3B5D655ADA7C,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_C90D1535E78D,LIQ_6656B41AB7,60.0,prospective_open_external,no,,,PA_EXT_3B5D655ADA7C,probe_assisted,EXT_1B40295A791F;EXT_B067D03F4F2E,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,17.132876299151278,2.011496176492746,80.70694922635106,yes,,yes
EXT_2E5AD1B19DD9,EXT_2E5AD1B19DD9,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_F92838A9E6A2,LIQ_0F4168490E,105.0,prospective_open_external,no,,,PA_EXT_2E5AD1B19DD9,probe_assisted,EXT_88A27790C2BD;EXT_9E923F72BEB3,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,boundary_fit,yes,1.765223944237377,2.0,25.18412594304529,0.0,110.8725218189888,yes,,yes
EXT_9E923F72BEB3,EXT_9E923F72BEB3,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_F92838A9E6A2,LIQ_1BD1B94C09,88.0,prospective_open_external,no,,,PA_EXT_9E923F72BEB3,probe_assisted,EXT_2E5AD1B19DD9;EXT_88A27790C2BD,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,26.84892234132732,0.1521787594434618,79.95252741581984,yes,,yes
EXT_88A27790C2BD,EXT_88A27790C2BD,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_F92838A9E6A2,LIQ_6656B41AB7,63.0,prospective_open_external,no,,,PA_EXT_88A27790C2BD,probe_assisted,EXT_2E5AD1B19DD9;EXT_9E923F72BEB3,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,15.916064370967248,1.367713874998247,83.13796011472671,yes,,yes
EXT_4DA44BDBC109,EXT_4DA44BDBC109,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_F8CAAE03FE56,LIQ_0F4168490E,96.0,prospective_open_external,no,,,PA_EXT_4DA44BDBC109,probe_assisted,EXT_90EB026C806A;EXT_AB64302191E1,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,boundary_fit,yes,0.00670729535328,2.0,27.992614260855937,0.0,108.7443278042202,yes,,yes
EXT_AB64302191E1,EXT_AB64302191E1,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_F8CAAE03FE56,LIQ_1BD1B94C09,82.0,prospective_open_external,no,,,PA_EXT_AB64302191E1,probe_assisted,EXT_4DA44BDBC109;EXT_90EB026C806A,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,27.99917702637616,1.220398142189712,72.21012473186013,yes,,yes
EXT_90EB026C806A,EXT_90EB026C806A,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_F8CAAE03FE56,LIQ_6656B41AB7,61.0,prospective_open_external,no,,,PA_EXT_90EB026C806A,probe_assisted,EXT_4DA44BDBC109;EXT_AB64302191E1,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,14.980781022410978,4.135985801789823,85.06135732140176,yes,,yes
EXT_1D5570A27934,EXT_1D5570A27934,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_96459A5711ED,LIQ_0F4168490E,106.0,prospective_open_external,no,,,PA_EXT_1D5570A27934,probe_assisted,EXT_608AC2D3D381;EXT_C2CBB107CCEB,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,10.582714902581952,0.3709747397135621,117.59543230367244,yes,,yes
EXT_C2CBB107CCEB,EXT_C2CBB107CCEB,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_96459A5711ED,LIQ_1BD1B94C09,102.0,prospective_open_external,no,,,PA_EXT_C2CBB107CCEB,probe_assisted,EXT_1D5570A27934;EXT_608AC2D3D381,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,10.582714902581971,2.449903622970428,93.6807663370289,yes,,yes
EXT_608AC2D3D381,EXT_608AC2D3D381,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_96459A5711ED,LIQ_6656B41AB7,95.0,prospective_open_external,no,,,PA_EXT_608AC2D3D381,probe_assisted,EXT_1D5570A27934;EXT_C2CBB107CCEB,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,4.102903266042321,5.606397053482275,115.56999855314648,yes,,yes
EXT_0AE552940B30,EXT_0AE552940B30,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_DE9D8D16E40F,LIQ_0F4168490E,104.0,prospective_open_external,no,,,PA_EXT_0AE552940B30,probe_assisted,EXT_3549187670B3;EXT_925A4AF449D5,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,boundary_fit,yes,3.042324389145712,2.0,25.10136364422178,0.0,110.93744777587982,yes,,yes
EXT_3549187670B3,EXT_3549187670B3,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_DE9D8D16E40F,LIQ_1BD1B94C09,90.0,prospective_open_external,no,,,PA_EXT_3549187670B3,probe_assisted,EXT_0AE552940B30;EXT_925A4AF449D5,LIQ_0F4168490E;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,27.999177026376135,0.1635549806821205,78.4473916893813,yes,,yes
EXT_925A4AF449D5,EXT_925A4AF449D5,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_DE9D8D16E40F,LIQ_6656B41AB7,61.0,prospective_open_external,no,,,PA_EXT_925A4AF449D5,probe_assisted,EXT_0AE552940B30;EXT_3549187670B3,LIQ_0F4168490E;LIQ_1BD1B94C09,2,yes,yes,,interior_fit,no,0.0,2.0,12.822312003439182,2.3189337873924947,89.72475606097458,yes,,yes
EXT_AF4963616E76,EXT_AF4963616E76,OPEN_TEXTILE_ANTI_WETTING_2019,SFC_A7A6BDD5941D,LIQ_0F4168490E,0.0,prospective_open_external,no,,,PA_EXT_AF4963616E76,probe_assisted,EXT_6E149AD2F9BC;EXT_74D717509DFB,LIQ_1BD1B94C09;LIQ_6656B41AB7,2,yes,yes,,interior_fit,no,0.0,2.0,50.799999999999976,9.57694453790433,58.5745639041323,yes,,yes
