outer_fold,config_key,max_delta_cos,source_balance,residual_penalty,expert_set,n_experts,inner_oof_mae_deg,inner_oof_source_median_mae_deg,weights_json,median_best_epoch
0,delta0.35_unbalanced_rp0.05,0.35,False,0.05,physics+neural,2,19.040440533643856,23.776850834599262,"{""neural"": 0.9999999999999909, ""physics"": 9.159339953157541e-15}",21
0,delta0.35_unbalanced_rp0.05,0.35,False,0.05,physics+neural+xgboost,3,17.26183386719617,18.83221286269922,"{""neural"": 0.09208167369947093, ""physics"": 0.30081966891969397, ""xgboost"": 0.6070986573808351}",21
0,delta0.35_unbalanced_rp0.05,0.35,False,0.05,physics+neural+random_forest,3,17.68634210579462,20.824464732088856,"{""neural"": 0.2924172804309839, ""physics"": 2.4158734908408253e-16, ""random_forest"": 0.7075827195690159}",21
0,delta0.35_unbalanced_rp0.05,0.35,False,0.05,physics+neural+xgboost+random_forest,4,17.21126969418055,18.723182434514435,"{""neural"": 1.894643296418419e-17, ""physics"": 0.2899730321750161, ""random_forest"": 0.25324429992711367, ""xgboost"": 0.45678266789787025}",21
1,delta0.15_balanced_rp0.02,0.15,True,0.02,physics+neural,2,18.461809532900904,23.917583430254908,"{""neural"": 0.9999999999999751, ""physics"": 2.4868995751603507e-14}",23
1,delta0.15_balanced_rp0.02,0.15,True,0.02,physics+neural+xgboost,3,16.61041729419884,22.82603320247079,"{""neural"": 0.11247936372788923, ""physics"": 0.3630227429976751, ""xgboost"": 0.5244978932744356}",23
1,delta0.15_balanced_rp0.02,0.15,True,0.02,physics+neural+random_forest,3,16.362221815125892,22.532249963159963,"{""neural"": 0.1749933085619075, ""physics"": 2.742597815519332e-15, ""random_forest"": 0.8250066914380898}",23
1,delta0.15_balanced_rp0.02,0.15,True,0.02,physics+neural+xgboost+random_forest,4,16.156574580202502,22.30740536145062,"{""neural"": 0.22114802224830993, ""physics"": 0.0, ""random_forest"": 0.5808653633318241, ""xgboost"": 0.19798661441986593}",23
1,delta0.15_balanced_rp0.05,0.15,True,0.05,physics+neural,2,18.346566562192987,23.91758210217511,"{""neural"": 1.0, ""physics"": 0.0}",23
1,delta0.15_balanced_rp0.05,0.15,True,0.05,physics+neural+xgboost,3,16.607307749929223,22.862533472431224,"{""neural"": 0.14973496559713426, ""physics"": 0.335641329659727, ""xgboost"": 0.5146237047431388}",23
1,delta0.15_balanced_rp0.05,0.15,True,0.05,physics+neural+random_forest,3,16.353944380764634,22.5374835040206,"{""neural"": 0.18488737235875516, ""physics"": 7.776441352701701e-15, ""random_forest"": 0.815112627641237}",23
1,delta0.15_balanced_rp0.05,0.15,True,0.05,physics+neural+xgboost+random_forest,4,16.151515686386603,22.312288643911565,"{""neural"": 0.23119073262079443, ""physics"": 1.5090738988282615e-16, ""random_forest"": 0.5729171425489018, ""xgboost"": 0.19589212483030374}",23
1,delta0.15_unbalanced_rp0.02,0.15,False,0.02,physics+neural,2,18.20899696924596,23.588723684946675,"{""neural"": 0.9999999999999111, ""physics"": 8.892886427247505e-14}",107
1,delta0.15_unbalanced_rp0.02,0.15,False,0.02,physics+neural+xgboost,3,16.543316282775102,22.83928269307136,"{""neural"": 0.26461306594134193, ""physics"": 0.2554025595592888, ""xgboost"": 0.47998437449936926}",107
1,delta0.15_unbalanced_rp0.02,0.15,False,0.02,physics+neural+random_forest,3,16.307083526992635,22.49281582439653,"{""neural"": 0.2065837369883614, ""physics"": 0.0, ""random_forest"": 0.7934162630116385}",107
1,delta0.15_unbalanced_rp0.02,0.15,False,0.02,physics+neural+xgboost+random_forest,4,16.080207848261157,22.23854168244442,"{""neural"": 0.24862633781199983, ""physics"": 3.2041562328735673e-17, ""random_forest"": 0.5586363084470152, ""xgboost"": 0.19273735374098508}",107
1,delta0.15_unbalanced_rp0.05,0.15,False,0.05,physics+neural,2,18.235835435017016,23.588736670811947,"{""neural"": 0.9999999999999016, ""physics"": 9.836575998178887e-14}",82
1,delta0.15_unbalanced_rp0.05,0.15,False,0.05,physics+neural+xgboost,3,16.54605679236274,22.847558149088023,"{""neural"": 0.2624681749606884, ""physics"": 0.2547296974849241, ""xgboost"": 0.48280212755438756}",82
1,delta0.15_unbalanced_rp0.05,0.15,False,0.05,physics+neural+random_forest,3,16.3222110699901,22.490323012384916,"{""neural"": 0.19688249414002265, ""physics"": 0.0, ""random_forest"": 0.8031175058599774}",82
1,delta0.15_unbalanced_rp0.05,0.15,False,0.05,physics+neural+xgboost+random_forest,4,16.08858159973923,22.240529229729802,"{""neural"": 0.24415650698582442, ""physics"": 0.0, ""random_forest"": 0.559714414227329, ""xgboost"": 0.19612907878684663}",82
1,delta0.25_balanced_rp0.02,0.25,True,0.02,physics+neural,2,18.331417295157255,24.14663198541713,"{""neural"": 0.9999999999999531, ""physics"": 4.6851411639181606e-14}",19
1,delta0.25_balanced_rp0.02,0.25,True,0.02,physics+neural+xgboost,3,16.584468497139536,22.857469597067627,"{""neural"": 0.3200385571256145, ""physics"": 0.20037865380776548, ""xgboost"": 0.47958278906662}",19
1,delta0.25_balanced_rp0.02,0.25,True,0.02,physics+neural+random_forest,3,16.368818571590147,22.51577741552542,"{""neural"": 0.1777517866835908, ""physics"": 0.0, ""random_forest"": 0.8222482133164093}",19
1,delta0.25_balanced_rp0.02,0.25,True,0.02,physics+neural+xgboost+random_forest,4,16.147506660431272,22.215170047560573,"{""neural"": 0.252038254273396, ""physics"": 7.267203874262995e-17, ""random_forest"": 0.5363666746251723, ""xgboost"": 0.2115950711014317}",19
1,delta0.25_balanced_rp0.05,0.25,True,0.05,physics+neural,2,18.355721151972464,24.14664530153629,"{""neural"": 0.9999999999999531, ""physics"": 4.6851411639181606e-14}",19
1,delta0.25_balanced_rp0.05,0.25,True,0.05,physics+neural+xgboost,3,16.587364365468442,22.868481283543552,"{""neural"": 0.32688333805360203, ""physics"": 0.19322412997127394, ""xgboost"": 0.4798925319751241}",19
1,delta0.25_balanced_rp0.05,0.25,True,0.05,physics+neural+random_forest,3,16.377626854118393,22.51323135169228,"{""neural"": 0.17180112554508675, ""physics"": 0.0, ""random_forest"": 0.8281988744549132}",19
1,delta0.25_balanced_rp0.05,0.25,True,0.05,physics+neural+xgboost+random_forest,4,16.152683372603676,22.21592809493748,"{""neural"": 0.24958479980063844, ""physics"": 0.0, ""random_forest"": 0.5369573773806727, ""xgboost"": 0.21345782281868877}",19
1,delta0.25_unbalanced_rp0.02,0.25,False,0.02,physics+neural,2,18.262451352268826,24.308276822125478,"{""neural"": 0.9999999999999449, ""physics"": 5.5011550870176507e-14}",13
1,delta0.25_unbalanced_rp0.02,0.25,False,0.02,physics+neural+xgboost,3,16.60740409605817,22.77071104876125,"{""neural"": 0.11457119629533097, ""physics"": 0.37006931092667855, ""xgboost"": 0.5153594927779905}",13
1,delta0.25_unbalanced_rp0.02,0.25,False,0.02,physics+neural+random_forest,3,16.388435652275472,22.51136122166575,"{""neural"": 0.18406252154543226, ""physics"": 0.0, ""random_forest"": 0.8159374784545677}",13
1,delta0.25_unbalanced_rp0.02,0.25,False,0.02,physics+neural+xgboost+random_forest,4,16.219453681166378,22.257720923826803,"{""neural"": 0.20833750032083537, ""physics"": 6.3028780396376556e-18, ""random_forest"": 0.6095121122364939, ""xgboost"": 0.18215038744267065}",13
1,delta0.25_unbalanced_rp0.05,0.25,False,0.05,physics+neural,2,18.185202028665184,24.30827579780862,"{""neural"": 0.999999999999881, ""physics"": 1.1907141939104804e-13}",13
1,delta0.25_unbalanced_rp0.05,0.25,False,0.05,physics+neural+xgboost,3,16.595188986304617,22.804922929890417,"{""neural"": 0.17776213123340576, ""physics"": 0.3274186278061382, ""xgboost"": 0.4948192409604561}",13
1,delta0.25_unbalanced_rp0.05,0.25,False,0.05,physics+neural+random_forest,3,16.355708699491462,22.52104598596265,"{""neural"": 0.20894166292940228, ""physics"": 3.855660094583685e-15, ""random_forest"": 0.7910583370705939}",13
1,delta0.25_unbalanced_rp0.05,0.25,False,0.05,physics+neural+xgboost+random_forest,4,16.197003621415245,22.264091519021104,"{""neural"": 0.22695486443756718, ""physics"": 4.6773159347382465e-18, ""random_forest"": 0.5953230318562125, ""xgboost"": 0.1777221037062203}",13
1,delta0.35_balanced_rp0.02,0.35,True,0.02,physics+neural,2,17.832305437685815,24.303408187583663,"{""neural"": 0.999999999999744, ""physics"": 2.5596191832732984e-13}",16
1,delta0.35_balanced_rp0.02,0.35,True,0.02,physics+neural+xgboost,3,16.434844698052306,22.52807021454403,"{""neural"": 0.5979868109310069, ""physics"": 0.022590917060601897, ""xgboost"": 0.37942227200839124}",16
1,delta0.35_balanced_rp0.02,0.35,True,0.02,physics+neural+random_forest,3,16.396571005098018,22.552921362569634,"{""neural"": 0.19644449819405, ""physics"": 0.0, ""random_forest"": 0.80355550180595}",16
1,delta0.35_balanced_rp0.02,0.35,True,0.02,physics+neural+xgboost+random_forest,4,16.151800238827093,22.09534708385084,"{""neural"": 0.31419359639695876, ""physics"": 4.297675767778869e-17, ""random_forest"": 0.46832134946340015, ""xgboost"": 0.21748505413964112}",16
1,delta0.35_balanced_rp0.05,0.35,True,0.05,physics+neural,2,17.797239841897866,24.303367448029704,"{""neural"": 0.9999999999999023, ""physics"": 9.769962616701378e-14}",16
1,delta0.35_balanced_rp0.05,0.35,True,0.05,physics+neural+xgboost,3,16.412007102736478,22.490725088824718,"{""neural"": 0.5324256804135532, ""physics"": 0.08513704870620388, ""xgboost"": 0.38243727088024293}",16
1,delta0.35_balanced_rp0.05,0.35,True,0.05,physics+neural+random_forest,3,16.355805607545612,22.592285940579416,"{""neural"": 0.24171274641030374, ""physics"": 4.629543276513104e-16, ""random_forest"": 0.7582872535896958}",16
1,delta0.35_balanced_rp0.05,0.35,True,0.05,physics+neural+xgboost+random_forest,4,16.116044390032485,22.085348454098305,"{""neural"": 0.3305809106448441, ""physics"": 0.0, ""random_forest"": 0.46313314376794623, ""xgboost"": 0.20628594558720972}",16
1,delta0.35_unbalanced_rp0.02,0.35,False,0.02,physics+neural,2,18.0840986194381,24.45687963980215,"{""neural"": 0.9999999999999337, ""physics"": 6.628031457012186e-14}",11
1,delta0.35_unbalanced_rp0.02,0.35,False,0.02,physics+neural+xgboost,3,16.569709407891686,22.650651601847848,"{""neural"": 0.31131041267141435, ""physics"": 0.23496000645475795, ""xgboost"": 0.4537295808738276}",11
1,delta0.35_unbalanced_rp0.02,0.35,False,0.02,physics+neural+random_forest,3,16.381396801348338,22.490791438219368,"{""neural"": 0.2025875058277155, ""physics"": 1.0269562977782698e-15, ""random_forest"": 0.7974124941722835}",11
1,delta0.35_unbalanced_rp0.02,0.35,False,0.02,physics+neural+xgboost+random_forest,4,16.199967977777188,22.112182045081955,"{""neural"": 0.25117115982365507, ""physics"": 3.437587925225012e-17, ""random_forest"": 0.5595143837293103, ""xgboost"": 0.18931445644703473}",11
1,delta0.35_unbalanced_rp0.05,0.35,False,0.05,physics+neural,2,18.05888022687061,24.45687371289288,"{""neural"": 0.9999999999998709, ""physics"": 1.291189377639057e-13}",11
1,delta0.35_unbalanced_rp0.05,0.35,False,0.05,physics+neural+xgboost,3,16.568341406675657,22.638998475109435,"{""neural"": 0.3043055247061014, ""physics"": 0.24342987854675965, ""xgboost"": 0.4522645967471389}",11
1,delta0.35_unbalanced_rp0.05,0.35,False,0.05,physics+neural+random_forest,3,16.37409888892288,22.49510687838634,"{""neural"": 0.21063221390704245, ""physics"": 0.0, ""random_forest"": 0.7893677860929575}",11
1,delta0.35_unbalanced_rp0.05,0.35,False,0.05,physics+neural+xgboost+random_forest,4,16.19903897504932,22.107602181849458,"{""neural"": 0.25205445367432716, ""physics"": 0.0, ""random_forest"": 0.5627789118416114, ""xgboost"": 0.1851666344840614}",11
2,delta0.15_balanced_rp0.02,0.15,True,0.02,physics+neural,2,12.2999253927944,19.47559665044227,"{""neural"": 0.999999999999778, ""physics"": 2.220446049250313e-13}",200
2,delta0.15_balanced_rp0.02,0.15,True,0.02,physics+neural+xgboost,3,10.542677403091579,15.626438865006495,"{""neural"": 0.42890090655448565, ""physics"": 0.03560523670698368, ""xgboost"": 0.5354938567385308}",200
2,delta0.15_balanced_rp0.02,0.15,True,0.02,physics+neural+random_forest,3,10.67039653848856,17.277797646291553,"{""neural"": 0.10950289867662184, ""physics"": 0.0, ""random_forest"": 0.8904971013233782}",200
2,delta0.15_balanced_rp0.02,0.15,True,0.02,physics+neural+xgboost+random_forest,4,10.421671582504452,15.900816341078018,"{""neural"": 0.2674213399273138, ""physics"": 9.07976967809247e-17, ""random_forest"": 0.39049076581002234, ""xgboost"": 0.34208789426266367}",200
2,delta0.15_balanced_rp0.05,0.15,True,0.05,physics+neural,2,12.198787505368388,19.477194881441577,"{""neural"": 0.9999999999993295, ""physics"": 6.704636845711321e-13}",193
2,delta0.15_balanced_rp0.05,0.15,True,0.05,physics+neural+xgboost,3,10.507456413536545,15.650241030392138,"{""neural"": 0.44064135968812773, ""physics"": 0.03112363993914379, ""xgboost"": 0.5282350003727284}",193
2,delta0.15_balanced_rp0.05,0.15,True,0.05,physics+neural+random_forest,3,10.647157274175388,17.3234840183273,"{""neural"": 0.14656377414569755, ""physics"": 0.0, ""random_forest"": 0.8534362258543026}",193
2,delta0.15_balanced_rp0.05,0.15,True,0.05,physics+neural+xgboost+random_forest,4,10.384940870452525,15.936729098203205,"{""neural"": 0.284439208440229, ""physics"": 5.819251872908605e-16, ""random_forest"": 0.37373055624987905, ""xgboost"": 0.34183023530989143}",193
2,delta0.15_unbalanced_rp0.02,0.15,False,0.02,physics+neural,2,12.095241693703525,19.539706643422445,"{""neural"": 1.0, ""physics"": 0.0}",95
2,delta0.15_unbalanced_rp0.02,0.15,False,0.02,physics+neural+xgboost,3,10.589446649276516,15.900812411419253,"{""neural"": 0.41572396954518104, ""physics"": 0.06183170154397966, ""xgboost"": 0.5224443289108393}",95
2,delta0.15_unbalanced_rp0.02,0.15,False,0.02,physics+neural+random_forest,3,10.56643803129494,17.416497231235553,"{""neural"": 0.2031350031039529, ""physics"": 0.0, ""random_forest"": 0.796864996896047}",95
2,delta0.15_unbalanced_rp0.02,0.15,False,0.02,physics+neural+xgboost+random_forest,4,10.374044819406594,16.0952193880153,"{""neural"": 0.2684153801200941, ""physics"": 0.0, ""random_forest"": 0.42540521133214965, ""xgboost"": 0.3061794085477562}",95
